Date,Role,Count,Burst,VolPeak,FT2_Avg,Quarters,RSILock
2025-12-02,TP,5,4,4.476566611583934,0.7123307919565578,1,5
2025-11-07,FP,6,4,7.0426273295422765,0.8074412481010191,2,27
2025-11-25,FP,3,2,4.448950600361679,-0.23980815347721682,2,16
2025-12-05,FP,3,3,16.50160842909009,-3.0770774086282118,1,30
