Date,Role,CountBars_15M,TriggerCount,VolPeak_15M,RSIPeak_15M
2025-12-02,TP,96,9,6.1042337426153095,100.0
2025-11-07,FP,96,2,2.5103432236886944,95.52238805970164
2025-11-25,FP,96,2,10.022512831713485,88.13559322033886
2025-12-05,FP,96,0,10.905685607973073,70.73170731707302
