Date,V-Mom_4h_peak,V-Mom_4h_close,Vol_Ratio_4h_peak,Vol_Ratio_4h_close,Wick_Ratio_4h_avg,Ang_Price_4h_close,V-Mom_1h_peak,V-Mom_1h_close,Vol_Ratio_1h_peak,Vol_Ratio_1h_close,Wick_Ratio_1h_avg,Ang_Price_1h_close,Gap_VMom_4h,Gap_VolRatio_4h
2025-12-02,2.682019974793706,-0.3353509653130077,3.682019974793706,0.6646490346869923,0.2763763602827006,5.499612703330747,4.77880530312967,-0.7151243964737344,5.77880530312967,0.28487560352626556,0.28138224542004087,-0.2197802197802301,3.017370940106714,3.017370940106714
