Date,Symbol,Tier,Score,ADX,ATR_Norm,Ang_Price,Ang_EMA,Dist_EMA,Wick_Ratio,Vrsi,V-Mom,Vol_Ratio,Volt_Ratio,Energy_Gap,Micro_Trig,Ignition_Type,M15_RSI,M15_Vol,Max_Excursion,Close_Excursion,Drawdown,Hit_10,Anti_Penalty,Drift_Factor,Audit_Verdict
2025-11-16T00:00:00+00:00,AVAXUSDT,DIAMOND,0.5,43.57220609213066,0.0991041961338991,-2.483170328972445,-4.119124142344813,-0.12958408351589595,0.27419354816597274,32.19510419998049,-0.10675601970601667,0.5253421209091877,0.8724646498707281,0.06923006127307474,False,NONE,50.0,1.0,4.62046204620461,-4.0924092409241,-5.874587458745884,NO,0.6739277156702931,0.5879781091643895,ONY
2025-11-17T00:00:00+00:00,AVAXUSDT,DIAMOND,0.5,42.353235312424786,0.09640153377249044,-2.0408163265306176,-4.106743940010971,-0.15186059583819914,0.44654088022230076,33.32478344498675,0.3540125276260675,0.4151694969357557,0.8441185749784347,4.57475987343863,False,NONE,50.0,1.0,2.752924982794225,0.34411562284928365,-3.44115622849277,NO,0.6345705983867136,0.5356528298679758,ONY
2025-11-20T00:00:00+00:00,AVAXUSDT,DIAMOND,0.5,38.44038961057121,0.09154856729078308,-2.024879060124396,-4.442018946048043,-0.15641598902795487,0.2427184463662929,34.21380354947128,0.29047905174824584,0.3272864978978082,0.85966843614645,0.9144015156832239,False,NONE,50.0,1.0,1.303403330919628,-3.8377986965966726,-8.979000724112963,NO,0.5054004235886584,0.43447679227961583,ONY
2025-11-26T00:00:00+00:00,AVAXUSDT,DIAMOND,0.5,53.079393820298016,0.06860965121834689,3.128596087456829,-1.9800958079215392,-0.020030844899573057,0.009523809514740711,33.56068464561126,-0.2555562363985049,0.4331362790775174,0.7925236389623243,1.382954567076169,False,NONE,50.0,1.0,1.4715719063545185,0.468227424749168,-0.5351170568561825,NO,0.9110915539977309,0.7220615947132122,ONY
2025-11-27T00:00:00+00:00,AVAXUSDT,DIAMOND,0.5,52.945507022535324,0.06053832984591974,3.197307530500622,-1.1114265505560554,-0.013992237953903808,0.4999999983333333,39.35772651407006,-0.3371730474199801,0.4776853507021085,0.7086789506250902,0.930043168658564,False,NONE,50.0,1.0,1.6644474034620549,-1.1984021304926706,-1.5978695073235683,NO,0.9790412886231806,0.693825954019153,ONY
2025-11-28T00:00:00+00:00,AVAXUSDT,DIAMOND,0.5,51.08738820939921,0.05718136311128226,1.879802414928641,-0.6020860644019946,-0.023408152657788187,0.51020408059142,41.3967883320211,-0.2199523789054968,0.3510526321735691,0.6671783442591309,5.563379245034994,False,NONE,50.0,1.0,0.4716981132075526,-3.975741239892183,-4.380053908355796,NO,0.9677682975334345,0.6456740513426031,ONY
2025-12-02T00:00:00+00:00,AVAXUSDT,DIAMOND,0.5,47.75530693124854,0.05831760016782045,-2.8404163052905567,-2.9949958886945747,-0.07051166549338395,0.13333333320634988,40.590543365890646,0.5861844561921641,0.8902830241696373,0.6477669897629863,1.7417249100435654,False,NONE,50.0,1.0,10.792951541850226,8.516886930983848,-0.2936857562408135,YES,0.8566290383138621,0.5548960143487613,ONY
2025-12-03T00:00:00+00:00,AVAXUSDT,DIAMOND,0.5,45.4272286194647,0.05625362458921324,0.701678240740736,-2.0532106675049127,0.007821378894353227,0.2052980131090745,49.88676785163037,0.6342641513302021,0.9794769331125721,0.6860510799840053,3.6244679982070878,False,NONE,50.0,1.0,0.6765899864682012,-2.5033829499323312,-3.8565629228687337,NO,0.6725455948947174,0.46140063238855183,ONY
2025-12-04T00:00:00+00:00,AVAXUSDT,DIAMOND,0.5,42.85927227025835,0.055913552096758225,2.468244803695148,-0.8196755175965985,-0.01577647740274565,0.14925373112051896,51.72973455928528,-0.12537722237233073,1.0499282390863893,0.6740767294468106,2.5437696059812254,False,NONE,50.0,1.0,0.7633587786259444,-8.327550312283128,-9.160305343511455,NO,0.5918067478144721,0.3989231576231395,ONY
2025-12-21T00:00:00+00:00,AVAXUSDT,DIAMOND,0.5,21.08734602674588,0.0660155330666039,1.0931241655540773,-2.0819026197218014,-0.0652812654633244,0.31578947285318437,36.167786886211076,-0.5475551583938447,0.36239879023188226,0.9011324381482728,2.133772812883926,False,NONE,50.0,1.0,2.5535420098846684,2.3064250411861664,-1.0708401976935789,NO,0.5154533425303525,0.4644917278215066,ONY
