Date,Wick_Ratio_1h_avg,Wick_Ratio_1h_p75,Wick_Ratio_1h_max
2025-11-30,0.18218765507368428,0.3141025641025664,0.5000000000000074
2025-12-02,0.28138224542004087,0.372469635627533,0.7058823529411753
