Date,V-Mom_4h_peak,V-Mom_4h_close,Vol_Ratio_4h_peak,Vol_Ratio_4h_close,Wick_Ratio_4h_avg,Ang_Price_4h_close,V-Mom_1h_peak,V-Mom_1h_close,Vol_Ratio_1h_peak,Vol_Ratio_1h_close,Wick_Ratio_1h_avg,Ang_Price_1h_close,Gap_VMom_4h,Gap_VolRatio_4h
2025-11-30,0.6855624443909933,0.34467481894826824,1.6855624443909933,1.3446748189482682,0.2912160208212837,-2.558635394456288,2.8728610923904387,0.37146316191291895,3.8728610923904387,1.371463161912919,0.18218765507368428,-1.931330472102999,0.3408876254427251,0.3408876254427251
