Date,Role,Count,Burst,VolPeak,FT2_Avg
2025-12-02,TP,8,3,7.6039555169458675,0.527776177520578
2025-11-07,FP,5,1,5.257283978709938,-1.4780104625847692
2025-11-25,FP,5,3,17.669004189142157,-0.6202597205916829
2025-12-05,FP,2,2,7.0458560902324985,-0.6265078065903218
