,time,gain,t0_vol_ratio,symbol
2136,2025-10-10 21:15:00+00:00,166.07245543415758,11.169430902040434,MAVUSDT
1703,2025-08-09 19:30:00+00:00,165.95744680851064,43.642574731186464,GMXUSDT
433,2025-09-03 22:45:00+00:00,165.80299307572034,16.10332245390369,REDUSDT
2673,2025-11-03 16:45:00+00:00,165.6546489563567,7.42726122734345,DCRUSDT
847,2026-01-08 11:00:00+00:00,165.62242374278648,7.728934036455294,BIFIUSDT
1636,2025-07-21 05:45:00+00:00,165.34119952291704,7.0703027929535,SPKUSDT
1586,2025-09-19 04:00:00+00:00,165.13904653802496,11.208279408180177,TUTUSDT
1037,2025-12-05 00:00:00+00:00,164.4993498049415,5.8394983818596655,LUNCUSDT
2508,2025-09-26 16:30:00+00:00,164.4400785854617,9.976295028728694,ALPINEUSDT
385,2025-03-09 10:45:00+00:00,164.11657559198542,6.55265004821133,RAREUSDT
3044,2025-11-20 07:30:00+00:00,164.08450704225353,9.90058530986192,DYMUSDT
2845,2025-08-10 18:30:00+00:00,163.4700939199209,8.447422378883966,CYBERUSDT
2960,2025-11-20 06:15:00+00:00,163.15789473684214,7.3318321620891505,TNSRUSDT
243,2025-10-10 21:15:00+00:00,162.90212183436003,11.773537739939725,ORDIUSDT
3003,2025-11-04 20:15:00+00:00,162.8297362110312,8.48526466013761,RESOLVUSDT
2638,2025-10-10 21:15:00+00:00,162.76445698166432,7.940922531129899,SNXUSDT
1659,2025-10-10 21:15:00+00:00,161.53846153846155,14.340073195640397,HOOKUSDT
432,2025-09-03 22:30:00+00:00,161.48099318831024,14.601448646723775,REDUSDT
998,2025-04-19 12:15:00+00:00,160.8695652173913,5.172313812162268,NKNUSDT
2278,2025-04-06 16:00:00+00:00,160.21915197713193,7.86918426733324,FORTHUSDT
1871,2025-07-17 09:15:00+00:00,159.63636363636363,8.652028469633546,EPICUSDT
3046,2025-11-20 08:00:00+00:00,159.5155709342561,8.548534108811227,DYMUSDT
3045,2025-11-20 07:45:00+00:00,159.5155709342561,8.251446697030497,DYMUSDT
2602,2025-08-26 16:00:00+00:00,159.4736842105263,18.856474022127916,NMRUSDT
2675,2025-11-03 17:15:00+00:00,159.25925925925927,5.998561583046085,DCRUSDT
2705,2025-03-29 04:30:00+00:00,159.11786508524833,7.506657307678137,FUNUSDT
2624,2025-09-16 17:15:00+00:00,158.95707697765164,6.523987737908886,TSTUSDT
2621,2025-09-15 13:45:00+00:00,158.1329561527581,7.429662756234023,TSTUSDT
2622,2025-09-15 14:45:00+00:00,158.04171085189114,18.659900340948184,TSTUSDT
440,2025-09-05 05:15:00+00:00,157.79896013864817,5.607093491370522,REDUSDT
334,2025-05-08 04:30:00+00:00,157.1428571428571,7.132390474078841,MUBARAKUSDT
1631,2025-10-10 21:15:00+00:00,157.1428571428571,11.847280674812124,ACTUSDT
1160,2025-11-16 11:45:00+00:00,157.02091335894153,6.314120422964292,BANANAS31USDT
591,2025-04-19 17:30:00+00:00,156.85279187817258,5.2259150914566135,MAGICUSDT
1161,2025-11-16 14:45:00+00:00,156.692242114237,5.17911869669046,BANANAS31USDT
2846,2025-08-10 18:45:00+00:00,156.62012518054888,12.573787378962418,CYBERUSDT
1867,2025-10-10 21:15:00+00:00,156.059009483667,16.885563091682776,ENSUSDT
3085,2025-11-01 04:45:00+00:00,155.98232494901424,6.135212747377403,ZKUSDT
544,2025-10-10 21:15:00+00:00,155.78175895765472,10.400633849988147,THEUSDT
2572,2026-01-24 07:15:00+00:00,155.7544757033248,10.638814907502768,NOMUSDT
1155,2025-11-15 15:00:00+00:00,155.38592027141647,8.86810987418936,BANANAS31USDT
2289,2025-10-10 21:15:00+00:00,154.87122060470324,19.153958281801593,FORTHUSDT
2571,2026-01-24 07:00:00+00:00,154.7770700636943,5.382455844304773,NOMUSDT
2639,2025-10-12 14:45:00+00:00,154.43786982248523,6.779785989770306,SNXUSDT
3004,2025-11-04 20:45:00+00:00,154.292343387471,10.178138573741359,RESOLVUSDT
15,2025-07-23 11:30:00+00:00,153.7158469945355,7.304341560204647,MDTUSDT
2866,2025-10-10 21:15:00+00:00,153.65853658536582,17.86344979419912,TRUUSDT
1159,2025-11-16 10:45:00+00:00,153.4511784511784,5.362892087200995,BANANAS31USDT
76,2025-10-10 21:15:00+00:00,153.25615050651234,12.380002348965121,RENDERUSDT
1873,2025-07-17 09:45:00+00:00,153.19148936170214,5.064144831517158,EPICUSDT
999,2025-04-19 15:00:00+00:00,153.16455696202533,5.532845172596977,NKNUSDT
1633,2025-07-21 00:00:00+00:00,152.95480591957747,6.2633344847493735,SPKUSDT
118,2025-11-05 10:30:00+00:00,152.84450063211125,27.275244443619503,ALCXUSDT
2599,2025-08-26 15:15:00+00:00,152.82051282051282,42.19960799206202,NMRUSDT
1156,2025-11-15 15:30:00+00:00,152.49475890985323,11.136958180549005,BANANAS31USDT
1744,2025-10-10 21:15:00+00:00,152.4752475247525,15.722654063615927,AEVOUSDT
2408,2025-04-15 09:30:00+00:00,152.39376008606783,7.178753784040333,ARDRUSDT
2856,2025-05-08 07:30:00+00:00,152.04747774480714,5.080482633865448,PNUTUSDT
1291,2025-10-18 20:30:00+00:00,151.90615835777126,38.62668274040686,MLNUSDT
1157,2025-11-15 15:45:00+00:00,151.75585284280936,6.959357044338093,BANANAS31USDT
407,2025-10-10 21:15:00+00:00,151.59342502515938,9.607966337397377,ERAUSDT
2706,2025-03-29 05:15:00+00:00,151.47482014388493,5.478756928874375,FUNUSDT
3083,2025-10-10 21:15:00+00:00,151.2562814070352,22.045622384297776,NEWTUSDT
1158,2025-11-15 16:00:00+00:00,150.8121615993336,6.216854602972581,BANANAS31USDT
2625,2025-09-16 17:30:00+00:00,150.60075523515275,7.287447598182289,TSTUSDT
1118,2025-07-10 11:00:00+00:00,150.4145936981758,8.116399082160239,KNCUSDT
249,2025-10-10 21:15:00+00:00,150.14124293785312,10.483234320229553,BANANAUSDT
1846,2025-06-29 16:45:00+00:00,150.0,11.402965617565611,HFTUSDT
1872,2025-07-17 09:30:00+00:00,149.86876640419945,12.84487973726606,EPICUSDT
1117,2025-07-10 09:15:00+00:00,149.58677685950414,14.92009525740663,KNCUSDT
1665,2025-10-10 21:15:00+00:00,149.16666666666666,12.197009890704479,XAIUSDT
2703,2025-03-29 04:00:00+00:00,149.1446899501069,14.481610658832981,FUNUSDT
1818,2025-07-19 03:00:00+00:00,149.0794888455707,10.640712090034183,DIAUSDT
799,2025-10-10 21:15:00+00:00,149.00662251655626,15.355408897146349,FILUSDT
996,2025-04-18 16:45:00+00:00,148.96265560165975,7.601997391335905,NKNUSDT
826,2025-10-10 21:15:00+00:00,148.7012987012987,9.324949100146352,USUALUSDT
849,2026-01-09 07:30:00+00:00,148.22804314329736,10.22381083874969,BIFIUSDT
1754,2025-10-10 21:15:00+00:00,148.19277108433732,34.75630204377709,QIUSDT
997,2025-04-18 17:00:00+00:00,147.93388429752068,6.781166684359098,NKNUSDT
2333,2025-10-10 21:15:00+00:00,147.76119402985074,19.792746119651735,OSMOUSDT
