Date,ShouldCancel,CancelReason,Max_24h,Hit10_24h,Max_48h,Hit10_48h
2025-11-24,True,Wick_Ratio_4h (0.30 > 0.28),3.5277177825773887,False,7.7033837293016605,False
2025-11-30,True,Wick_Ratio_4h (0.29 > 0.28),0.2188183807439792,False,0.3646973012399579,False
2025-12-02,False,NONE,10.792951541850226,True,10.792951541850226,True
