symbol,date,tier,category,score,max_gain
BNTUSDT,2025-02-19,B,NINJA,53,5.564142194744992
BNTUSDT,2025-02-21,B,NINJA,67,7.20364140114782
BNTUSDT,2025-02-23,B,NINJA,67,0.3056351480420272
BNTUSDT,2025-03-01,B,NINJA,51,14.028371988290921
BNTUSDT,2025-03-03,B,NINJA,59,11.593871484107021
BNTUSDT,2025-03-05,B,NINJA,54,5.399568034557234
BNTUSDT,2025-03-06,B,NINJA,68,2.285092491838947
BNTUSDT,2025-03-09,B,NINJA,33,6.792734511072407
BNTUSDT,2025-03-13,B,NINJA,60,11.162911162911172
BNTUSDT,2025-03-20,B,NINJA,60,14.90196078431374
BNTUSDT,2025-03-22,B,NINJA,63,14.174378957622991
BNTUSDT,2025-03-23,B,NINJA,72,13.538387018648578
BNTUSDT,2025-03-30,B,NINJA,47,6.773399014778314
BNTUSDT,2025-04-01,B,NINJA,69,4.457831325301198
BNTUSDT,2025-04-05,B,NINJA,54,0.4601226993865115
BNTUSDT,2025-04-06,B,NINJA,43,9.559032716927462
BNTUSDT,2025-04-10,B,NINJA,59,10.483417650365379
BNTUSDT,2025-04-15,B,NINJA,51,25.887207702888592
BNTUSDT,2025-04-17,B,NINJA,46,25.970149253731357
BNTUSDT,2025-04-20,B,TREND,93,25.65687789799074
BNTUSDT,2025-04-23,B,TREND,94,12.086397058823529
BNTUSDT,2025-04-29,B,NINJA,60,33.3989501312336
BNTUSDT,2025-05-05,B,NINJA,40,65.27534965034964
BNTUSDT,2025-05-06,B,NINJA,45,64.66361854996734
BNTUSDT,2025-05-09,B,TREND,95,24.49382716049382
BNTUSDT,2025-05-18,B,NINJA,42,5.528813093109619
BNTUSDT,2025-05-20,B,NINJA,65,7.06013673782615
BNTUSDT,2025-05-26,B,NINJA,57,8.625143513203227
BNTUSDT,2025-05-29,B,NINJA,70,1.77646188008882
BNTUSDT,2025-06-02,B,NINJA,59,6.056527590847938
BNTUSDT,2025-06-03,B,NINJA,62,7.699316628701602
BNTUSDT,2025-06-07,B,NINJA,52,11.14245416078985
BNTUSDT,2025-06-08,B,NINJA,57,12.197437114380637
BNTUSDT,2025-06-16,B,NINJA,58,2.3874379105912613
BNTUSDT,2025-06-19,B,NINJA,41,1.6746808157851012
BNTUSDT,2025-06-20,B,NINJA,38,4.924831518921713
BNTUSDT,2025-07-07,B,NINJA,77,27.656069840224017
BNTUSDT,2025-07-10,B,TREND,94,19.33790287297652
BNTUSDT,2025-07-23,B,NINJA,42,6.542301629006841
BNTUSDT,2025-07-26,B,NINJA,58,5.791807983302899
BNTUSDT,2025-07-28,B,NINJA,62,3.020046862796155
BNTUSDT,2025-07-31,B,NINJA,48,13.157531409636892
BNTUSDT,2025-08-04,B,NINJA,70,19.041019955654104
BNTUSDT,2025-08-05,B,NINJA,70,23.242467718794835
BNTUSDT,2025-08-16,B,NINJA,40,10.814282044695611
BNTUSDT,2025-08-17,B,NINJA,54,6.557984438681008
BNTUSDT,2025-08-21,B,NINJA,53,11.863088292493206
BNTUSDT,2025-08-27,B,NINJA,56,2.0667522464698385
BNTUSDT,2025-08-28,B,NINJA,66,0.0
BNTUSDT,2025-08-31,B,NINJA,51,3.314917127071837
BNTUSDT,2025-09-02,B,NINJA,47,6.182359307359309
BNTUSDT,2025-09-04,B,NINJA,50,9.783059278706641
BNTUSDT,2025-09-07,B,NINJA,50,9.85896017699115
BNTUSDT,2025-09-09,B,NINJA,58,8.820709491850431
BNTUSDT,2025-09-18,B,NINJA,72,1.0474016382435725
BNTUSDT,2025-09-27,B,NINJA,55,13.31580575317044
BNTUSDT,2025-10-02,B,TREND,91,3.855421686746996
BNTUSDT,2025-10-07,B,NINJA,63,2.6000288892098933
BNTUSDT,2025-10-09,B,NINJA,41,2.422196124486198
BNTUSDT,2025-10-10,B,NINJA,54,13.108549802167534
BNTUSDT,2025-10-18,B,NINJA,47,8.6807928913192
BNTUSDT,2025-10-19,B,NINJA,60,6.425702811244971
BNTUSDT,2025-10-24,B,NINJA,50,6.35451505016722
BNTUSDT,2025-10-25,B,NINJA,62,6.711409395973167
BNTUSDT,2025-10-31,B,NINJA,56,2.50086835706842
BNTUSDT,2025-11-01,B,NINJA,70,0.4766768811712563
BNTUSDT,2025-11-02,B,NINJA,68,0.17220595832616592
BNTUSDT,2025-11-06,B,NINJA,50,10.866547689867168
BNTUSDT,2025-11-07,B,NINJA,56,4.916494651904668
BNTUSDT,2025-11-15,B,NINJA,42,1.123136614253606
BNTUSDT,2025-11-16,B,NINJA,48,2.575376884422109
BNTUSDT,2025-11-17,B,NINJA,43,5.422853453841192
BNTUSDT,2025-11-19,B,NINJA,51,3.0355220667384275
BNTUSDT,2025-11-20,B,NINJA,50,23.25528529211185
BNTUSDT,2025-11-23,B,NINJA,55,26.416414082536722
BNTUSDT,2025-11-24,B,NINJA,60,21.460573476702514
BNTUSDT,2025-12-01,B,NINJA,57,9.009812667261375
BNTUSDT,2025-12-03,B,NINJA,73,1.685042646141044
BNTUSDT,2025-12-07,B,NINJA,51,8.275084554678692
BNTUSDT,2025-12-08,B,NINJA,54,7.740632712586959
BNTUSDT,2025-12-10,B,NINJA,75,0.06516072980018439
BNTUSDT,2025-12-12,B,NINJA,49,1.1431184270690453
BNTUSDT,2025-12-14,B,NINJA,34,2.1151586368977737
BNTUSDT,2025-12-25,B,NINJA,49,10.330788804071233
BNTUSDT,2025-12-28,B,NINJA,76,12.836490528414757
BNTUSDT,2025-12-29,B,NINJA,67,12.752179327521795
BOMEUSDT,2025-05-09,B-,TREND,92,57.62299074525086
BRETTUSDT,2025-04-23,B-,TREND,98,28.1981981981982
BRETTUSDT,2025-04-26,B-,TREND,84,1.3119533527697014
BSVUSDT,2025-01-11,B-,NINJA,62,4.209427726561121
BSVUSDT,2025-01-14,B-,NINJA,43,9.245076586433253
BSVUSDT,2025-01-15,B-,NINJA,58,4.372822299651569
BSVUSDT,2025-01-19,B-,NINJA,38,9.548033652905508
BSVUSDT,2025-01-22,B-,NINJA,52,2.2162266332626634
BSVUSDT,2025-01-24,B-,NINJA,41,4.368358913813464
BSVUSDT,2025-01-26,B-,NINJA,50,1.4889815366289527
BSVUSDT,2025-01-28,B-,NINJA,38,7.689066779018328
BSVUSDT,2025-01-30,B-,NINJA,62,3.147699757869238
BSVUSDT,2025-02-04,B-,NINJA,50,1.9985376553741219
BSVUSDT,2025-02-05,B-,NINJA,47,2.8891656288916545
BSVUSDT,2025-02-09,B-,NINJA,60,5.65217391304349
BSVUSDT,2025-02-11,B-,NINJA,61,5.248407643312114
BSVUSDT,2025-02-13,B-,NINJA,61,3.740207227697745
BSVUSDT,2025-02-17,B-,NINJA,59,1.1850731215330423
BSVUSDT,2025-02-20,B-,NINJA,72,2.2579807941863317
BSVUSDT,2025-02-21,B-,NINJA,59,5.062944718117146
BSVUSDT,2025-02-23,B-,NINJA,76,1.0084925690021285
BSVUSDT,2025-02-26,B-,NINJA,57,12.338963641568856
BSVUSDT,2025-02-27,B-,NINJA,66,11.22448979591837
BSVUSDT,2025-03-03,B-,NINJA,56,16.577540106951894
BSVUSDT,2025-03-09,B-,NINJA,28,10.093167701863347
BSVUSDT,2025-03-18,B-,NINJA,42,6.191037735849059
BSVUSDT,2025-03-20,B-,NINJA,65,4.770215241419429
BSVUSDT,2025-03-22,B-,NINJA,53,5.6304985337243485
BSVUSDT,2025-03-23,B-,NINJA,63,5.847781369379956
BSVUSDT,2025-03-27,B-,NINJA,73,0.40022870211549044
BSVUSDT,2025-04-01,B-,NINJA,65,1.7625231910946004
BSVUSDT,2025-04-04,B-,NINJA,44,1.1985746679624043
BSVUSDT,2025-04-05,B-,NINJA,60,1.0022631749110777
BSVUSDT,2025-04-06,B-,NINJA,53,12.537313432835816
BSVUSDT,2025-04-10,B-,NINJA,59,9.117221418234433
BSVUSDT,2025-04-15,B-,NINJA,34,72.34119782214154
BSVUSDT,2025-04-17,B-,NINJA,46,69.69263759828448
BSVUSDT,2025-04-18,B-,NINJA,66,67.1830985915493
BSVUSDT,2025-04-29,B-,NINJA,40,10.44622130513282
BSVUSDT,2025-04-30,B-,NINJA,28,16.205533596837938
BSVUSDT,2025-05-01,B-,NINJA,30,19.192729216786987
BSVUSDT,2025-05-02,B-,NINJA,58,15.011606912561248
BSVUSDT,2025-05-05,B-,NINJA,50,19.384203480589022
BSVUSDT,2025-05-06,B-,NINJA,49,19.80118216012898
BSVUSDT,2025-05-07,B-,NINJA,56,20.872865275142317
BSVUSDT,2025-05-14,B-,NINJA,50,5.3136340072576616
BSVUSDT,2025-05-20,B-,NINJA,53,13.96914446002806
BSVUSDT,2025-05-26,B-,NINJA,44,2.8122415219189234
BSVUSDT,2025-05-28,B-,NINJA,59,1.5655039824224115
BSVUSDT,2025-05-29,B-,NINJA,42,0.5346088913899871
BSVUSDT,2025-06-03,B-,NINJA,74,2.7655192703736287
BSVUSDT,2025-06-07,B-,NINJA,57,6.105710814094767
BSVUSDT,2025-06-15,B-,NINJA,59,5.62261753494282
BSVUSDT,2025-06-16,B-,NINJA,62,7.292675056469844
BSVUSDT,2025-06-20,B-,NINJA,64,6.26013623094388
BSVUSDT,2025-06-24,B-,NINJA,61,6.398181227671329
BSVUSDT,2025-06-28,B-,NINJA,56,2.694805194805183
BSVUSDT,2025-06-29,B-,NINJA,61,0.4447268106734459
BSVUSDT,2025-06-30,B-,NINJA,48,3.179526948429623
BSVUSDT,2025-07-05,B-,NINJA,57,13.775933609958502
BSVUSDT,2025-07-23,B-,NINJA,37,7.122807017543864
BSVUSDT,2025-07-25,B-,NINJA,59,4.806041881222112
BSVUSDT,2025-07-26,B-,NINJA,77,4.304748889648113
BSVUSDT,2025-07-31,B-,NINJA,47,12.037383177570081
BSVUSDT,2025-08-04,B-,NINJA,60,17.29750189250567
BSVUSDT,2025-08-05,B-,NINJA,55,20.91299258681232
BSVUSDT,2025-08-14,B-,NINJA,73,3.110307414104896
BSVUSDT,2025-08-16,B-,NINJA,53,3.4074605451936746
BSVUSDT,2025-08-17,B-,NINJA,63,4.11700975081255
BSVUSDT,2025-08-21,B-,NINJA,56,12.09175738724728
BSVUSDT,2025-08-28,B-,NINJA,69,0.4095309009679804
BSVUSDT,2025-08-30,B-,NINJA,61,1.1485451761102716
BSVUSDT,2025-08-31,B-,NINJA,61,2.442807289647164
BSVUSDT,2025-09-02,B-,NINJA,59,3.477588871715609
BSVUSDT,2025-09-06,B-,NINJA,54,9.345425867507885
BSVUSDT,2025-09-07,B-,NINJA,60,8.659874608150474
BSVUSDT,2025-09-08,B-,NINJA,75,7.689320388349508
BSVUSDT,2025-09-16,B-,NINJA,44,2.834163155878988
BSVUSDT,2025-09-17,B-,NINJA,54,2.168949771689488
BSVUSDT,2025-09-18,B-,NINJA,79,1.0200226671703838
BSVUSDT,2025-09-21,B-,NINJA,41,7.508799374266717
BSVUSDT,2025-09-30,B-,NINJA,63,27.08421498095641
BSVUSDT,2025-10-10,B-,NINJA,53,17.551622418879063
BSVUSDT,2025-10-18,B-,NINJA,58,13.489871086556171
BSVUSDT,2025-10-25,B-,NINJA,63,15.18691588785046
BSVUSDT,2025-10-27,B-,NINJA,81,2.902374670184704
BSVUSDT,2025-10-30,B-,NINJA,44,19.29577464788732
BSVUSDT,2025-10-31,B-,NINJA,53,18.0027485112231
BSVUSDT,2025-11-04,B-,NINJA,55,24.939932724651626
BSVUSDT,2025-11-15,B-,NINJA,43,1.2826183104820865
BSVUSDT,2025-11-17,B-,NINJA,46,4.122278832792969
BSVUSDT,2025-11-19,B-,NINJA,47,1.4358499305233918
BSVUSDT,2025-11-22,B-,NINJA,57,3.2982791586998017
BSVUSDT,2025-11-30,B-,NINJA,42,5.579815623483753
BSVUSDT,2025-12-07,B-,NINJA,51,3.024293505205744
BSVUSDT,2025-12-08,B-,NINJA,52,2.973240832507451
BSVUSDT,2025-12-10,B-,NINJA,69,0.3970223325062028
BSVUSDT,2025-12-12,B-,NINJA,39,1.37684854665987
BSVUSDT,2025-12-25,B-,NINJA,49,4.015401540154029
BTCUSDT,2025-01-10,B,NINJA,54,15.689327894917259
BTCUSDT,2025-01-11,B,NINJA,55,15.84356404266003
BTCUSDT,2025-01-12,B,NINJA,65,15.910868320354332
BTCUSDT,2025-01-22,B,NINJA,56,3.2913411732669706
BTCUSDT,2025-01-24,B,NINJA,55,1.5132377551360987
BTCUSDT,2025-01-28,B,NINJA,44,5.054417246785725
BTCUSDT,2025-02-04,B,NINJA,54,2.429198001332411
BTCUSDT,2025-02-09,B,NINJA,54,2.449909420994123
BTCUSDT,2025-02-13,B,NINJA,66,2.9675139175642906
BTCUSDT,2025-02-18,B,NINJA,38,3.9753222843025515
BTCUSDT,2025-02-21,B,NINJA,68,0.8296980369919549
BTCUSDT,2025-02-23,B,NINJA,48,0.25140767520621665
BTCUSDT,2025-02-24,B,NINJA,30,3.765168283073117
BTCUSDT,2025-03-01,B,NINJA,61,10.382291055327908
BTCUSDT,2025-03-03,B,NINJA,70,7.643218947302732
BTCUSDT,2025-03-09,B,NINJA,31,7.760796300262207
BTCUSDT,2025-03-13,B,NINJA,63,7.813387234888203
BTCUSDT,2025-03-18,B,NINJA,52,7.3147528327076605
BTCUSDT,2025-03-20,B,NINJA,73,5.392848708654441
BTCUSDT,2025-03-22,B,NINJA,55,5.874052174489708
BTCUSDT,2025-03-28,B,NINJA,46,4.827539153974247
BTCUSDT,2025-04-02,B,NINJA,63,4.10671638291058
BTCUSDT,2025-04-04,B,NINJA,51,2.634561240826816
BTCUSDT,2025-04-05,B,NINJA,63,3.5414187006414632
BTCUSDT,2025-04-06,B,NINJA,45,10.284865485145978
BTCUSDT,2025-04-08,B,NINJA,44,13.330290103484653
BTCUSDT,2025-04-10,B,NINJA,61,8.653879732135117
BTCUSDT,2025-04-17,B,NINJA,58,12.725598546214956
BTCUSDT,2025-04-18,B,NINJA,59,13.35707772351693
BTCUSDT,2025-04-19,B,NINJA,67,12.554543230891646
BTCUSDT,2025-04-23,B,TREND,89,4.487727113402884
BTCUSDT,2025-04-29,B,NINJA,52,10.720157968410128
BTCUSDT,2025-05-09,B,TREND,79,4.017238085813424
BTCUSDT,2025-05-14,B,NINJA,55,8.18506273245827
BTCUSDT,2025-05-16,B,NINJA,49,8.230986846619937
BTCUSDT,2025-05-22,B,TREND,88,0.09292168463010952
BTCUSDT,2025-05-25,B,NINJA,55,1.5722423147220388
BTCUSDT,2025-05-26,B,NINJA,73,1.1725795791265314
BTCUSDT,2025-06-02,B,NINJA,68,4.413629996186397
BTCUSDT,2025-06-10,B,TREND,84,0.10666121118421135
BTCUSDT,2025-06-14,B,NINJA,48,3.3560234138256373
BTCUSDT,2025-06-15,B,NINJA,56,3.1804550277046983
BTCUSDT,2025-06-17,B,NINJA,67,3.5592906325199403
BTCUSDT,2025-06-19,B,NINJA,49,3.697651573559324
BTCUSDT,2025-06-20,B,NINJA,41,5.316657177937345
BTCUSDT,2025-06-30,B,NINJA,72,9.073091514888487
BTCUSDT,2025-07-07,B,NINJA,54,13.813646664315593
BTCUSDT,2025-07-11,B,TREND,86,4.84170279575038
BTCUSDT,2025-07-16,B,NINJA,47,1.9963511891510688
BTCUSDT,2025-07-17,B,NINJA,47,1.3787410985759418
BTCUSDT,2025-07-18,B,NINJA,60,1.9698648732531687
BTCUSDT,2025-07-20,B,NINJA,25,2.543535537250974
BTCUSDT,2025-07-21,B,NINJA,38,2.4428618211769004
BTCUSDT,2025-07-26,B,NINJA,50,1.5943098366951958
BTCUSDT,2025-07-31,B,NINJA,32,3.064016057485186
BTCUSDT,2025-08-04,B,NINJA,51,8.186491281606735
BTCUSDT,2025-08-11,B,NINJA,62,4.876733565879721
BTCUSDT,2025-08-14,B,NINJA,63,0.7791785779105442
BTCUSDT,2025-08-16,B,NINJA,29,1.0174930009764882
BTCUSDT,2025-08-17,B,NINJA,35,0.11817212911102715
BTCUSDT,2025-08-21,B,NINJA,37,4.381377777777784
BTCUSDT,2025-08-27,B,NINJA,47,1.998786468085556
BTCUSDT,2025-08-28,B,NINJA,57,0.7264302383737986
BTCUSDT,2025-08-31,B,NINJA,35,5.6046046818206685
BTCUSDT,2025-09-05,B,NINJA,53,5.510573424053256
BTCUSDT,2025-09-21,B,NINJA,26,2.9651497857067666
BTCUSDT,2025-09-25,B,NINJA,33,15.334655907835337
BTCUSDT,2025-10-02,B,TREND,83,4.704480692876878
BTCUSDT,2025-10-09,B,NINJA,37,0.7295598311392926
BTCUSDT,2025-10-19,B,NINJA,64,7.140115523553425
BTCUSDT,2025-10-23,B,NINJA,49,5.7430273647329555
BTCUSDT,2025-10-24,B,NINJA,64,4.860245345948266
BTCUSDT,2025-10-31,B,NINJA,52,1.4980656979357576
BTCUSDT,2025-11-01,B,NINJA,61,1.0462578373287013
BTCUSDT,2025-11-06,B,NINJA,44,6.072225416997057
BTCUSDT,2025-11-08,B,NINJA,50,5.069798600255249
BTCUSDT,2025-11-17,B,NINJA,47,1.7577048627806624
BTCUSDT,2025-11-20,B,NINJA,47,7.450342075802752
BTCUSDT,2025-11-23,B,NINJA,58,8.430266037083967
BTCUSDT,2025-12-07,B,NINJA,54,4.639267236320133
BTCUSDT,2025-12-08,B,NINJA,72,4.363302033202876
BTCUSDT,2025-12-12,B,NINJA,58,0.4056014273873476
BTCUSDT,2025-12-14,B,NINJA,45,2.7401616632549697
BTCUSDT,2025-12-17,B,NINJA,45,5.038088791211637
BTCUSDT,2025-12-25,B,NINJA,45,5.256194678445825
BTCUSDT,2025-12-26,B,NINJA,54,8.492110982360446
BTCUSDT,2025-12-28,B,NINJA,67,7.772779258308238
BTCUSDT,2025-12-29,B,NINJA,70,8.656807027007885
BULLAUSDT,2025-08-09,B,TREND,88,3.022992838296279
BULLAUSDT,2025-12-27,B,TREND,98,102.70342612419702
BUSDT,2025-07-11,B,TREND,86,8.95757683110443
C98USDT,2025-02-21,B,NINJA,70,6.925498426023102
C98USDT,2025-02-23,B,NINJA,62,0.8438818565400963
C98USDT,2025-03-22,B,NINJA,63,10.192837465564741
C98USDT,2025-03-26,B,NINJA,77,2.6560424966799223
C98USDT,2025-05-09,B,TREND,97,15.994020926756347
C98USDT,2025-05-10,B,TREND,95,3.1914893617021267
C98USDT,2025-06-03,B,NINJA,68,5.44090056285178
C98USDT,2025-06-04,B,NINJA,71,12.17564870259482
C98USDT,2025-06-15,B,NINJA,71,5.679513184584195
C98USDT,2025-06-19,B,NINJA,48,2.412280701754388
C98USDT,2025-07-10,B,TREND,88,19.850187265917608
C98USDT,2025-07-31,B,NINJA,47,15.587044534412954
C98USDT,2025-08-16,B,NINJA,57,5.545286506469482
C98USDT,2025-08-17,B,NINJA,66,5.936920222634501
C98USDT,2025-08-21,B,NINJA,64,12.845849802371534
C98USDT,2025-08-27,B,NINJA,65,3.5573122529644285
C98USDT,2025-09-02,B,NINJA,61,5.702647657841142
C98USDT,2025-09-05,B,NINJA,67,12.499999999999979
C98USDT,2025-09-06,B,NINJA,65,13.664596273291906
C98USDT,2025-10-30,B,NINJA,49,34.71810089020772
C98USDT,2025-11-01,B,NINJA,69,27.528089887640462
C98USDT,2025-12-07,B,NINJA,76,7.5539568345323715
C98USDT,2025-12-10,B,NINJA,70,0.0
CAKEUSDT,2025-01-12,B,NINJA,51,13.949433304272008
CAKEUSDT,2025-01-22,B,NINJA,49,2.324500232450033
CAKEUSDT,2025-01-24,B,NINJA,44,1.9065776930409895
CAKEUSDT,2025-01-26,B,NINJA,56,5.057586379569345
CAKEUSDT,2025-01-28,B,NINJA,39,11.774107618540208
CAKEUSDT,2025-01-29,B,NINJA,45,8.255933952528371
CAKEUSDT,2025-01-30,B,NINJA,64,7.861792689033531
CAKEUSDT,2025-02-09,B,NINJA,76,97.22863741339492
CAKEUSDT,2025-02-13,B,NINJA,77,12.209965766451125
CAKEUSDT,2025-02-16,B,NINJA,59,3.8227938549482143
CAKEUSDT,2025-02-17,B,NINJA,59,7.4548192771084265
CAKEUSDT,2025-02-20,B,NINJA,45,5.915267785771383
CAKEUSDT,2025-02-21,B,NINJA,51,9.053497942386812
CAKEUSDT,2025-02-23,B,NINJA,51,0.48212133386902334
CAKEUSDT,2025-03-06,B,NINJA,55,11.703958691910499
CAKEUSDT,2025-03-20,B,NINJA,66,18.99791231732777
CAKEUSDT,2025-03-24,B,NINJA,63,5.229007633587779
CAKEUSDT,2025-03-25,B,NINJA,58,0.7724990343762173
CAKEUSDT,2025-04-05,B,NINJA,56,15.102720710716277
CAKEUSDT,2025-04-08,B,NINJA,60,22.880853586247763
CAKEUSDT,2025-04-15,B,NINJA,38,21.012101210121024
CAKEUSDT,2025-04-16,B,NINJA,44,22.973728339854695
CAKEUSDT,2025-04-18,B,NINJA,71,17.836100696304236
CAKEUSDT,2025-04-25,B,NINJA,58,4.385542168674683
CAKEUSDT,2025-04-29,B,NINJA,66,20.7593688362919
CAKEUSDT,2025-05-02,B,NINJA,75,26.773566569484952
CAKEUSDT,2025-05-06,B,NINJA,75,30.908178625188153
CAKEUSDT,2025-05-09,B,TREND,95,7.366255144032907
CAKEUSDT,2025-05-10,B,TREND,88,4.8633440514469495
CAKEUSDT,2025-05-14,B,NINJA,54,7.598656591099928
CAKEUSDT,2025-05-16,B,NINJA,29,13.457281983178415
CAKEUSDT,2025-05-22,B,TREND,90,17.637669592976856
CAKEUSDT,2025-05-25,B,NINJA,43,25.55366269165247
CAKEUSDT,2025-05-26,B,NINJA,63,21.61716171617163
CAKEUSDT,2025-06-02,B,NINJA,59,13.88196176226102
CAKEUSDT,2025-06-03,B,NINJA,57,15.319865319865333
CAKEUSDT,2025-06-07,B,NINJA,54,17.294520547945226
CAKEUSDT,2025-06-08,B,NINJA,48,19.28602525032652
CAKEUSDT,2025-06-13,B,NINJA,37,0.7223113964687
CAKEUSDT,2025-06-14,B,NINJA,38,1.3025210084033567
CAKEUSDT,2025-06-16,B,NINJA,38,0.6974716652136115
CAKEUSDT,2025-06-19,B,NINJA,58,4.943310657596367
CAKEUSDT,2025-07-03,B,NINJA,73,10.353753235547881
CAKEUSDT,2025-07-06,B,NINJA,54,12.588028169014077
CAKEUSDT,2025-07-07,B,NINJA,66,18.633540372670797
CAKEUSDT,2025-07-10,B,TREND,95,12.957746478873243
CAKEUSDT,2025-07-14,B,NINJA,51,25.324947589098535
CAKEUSDT,2025-07-23,B,NINJA,67,21.801470588235293
CAKEUSDT,2025-07-25,B,NINJA,43,19.55972573078313
CAKEUSDT,2025-07-26,B,NINJA,68,18.74551971326166
CAKEUSDT,2025-07-28,B,NINJA,79,3.445922893210507
CAKEUSDT,2025-07-31,B,NINJA,37,8.222713864306774
CAKEUSDT,2025-08-04,B,NINJA,60,11.094508778483391
CAKEUSDT,2025-08-05,B,NINJA,56,15.94541910331384
CAKEUSDT,2025-08-11,B,NINJA,57,8.342440801457208
CAKEUSDT,2025-08-14,B,NINJA,76,5.303867403314921
CAKEUSDT,2025-08-16,B,NINJA,55,4.419284149013869
CAKEUSDT,2025-08-17,B,NINJA,73,3.437047756874101
CAKEUSDT,2025-08-21,B,NINJA,71,8.997331300038125
CAKEUSDT,2025-08-27,B,NINJA,60,2.74237157203554
CAKEUSDT,2025-08-31,B,NINJA,46,4.707792207792205
CAKEUSDT,2025-09-05,B,NINJA,50,12.210526315789473
CAKEUSDT,2025-09-15,B,NINJA,42,28.00162800162802
CAKEUSDT,2025-09-24,B,NINJA,53,34.518678160919556
CAKEUSDT,2025-09-27,B,NINJA,45,76.0969976905312
CAKEUSDT,2025-09-29,B,NINJA,59,77.58487654320987
CAKEUSDT,2025-10-03,B,TREND,92,26.83934968310828
CAKEUSDT,2025-10-18,B,NINJA,47,6.432545201668982
CAKEUSDT,2025-10-19,B,NINJA,56,5.588133839254916
CAKEUSDT,2025-10-20,B,NINJA,64,1.5130674002751032
CAKEUSDT,2025-10-23,B,NINJA,49,4.396802325581417
CAKEUSDT,2025-10-24,B,NINJA,51,7.885843034172013
CAKEUSDT,2025-10-25,B,NINJA,55,6.28930817610065
CAKEUSDT,2025-10-27,B,NINJA,73,1.8601190476190466
CAKEUSDT,2025-10-30,B,NINJA,52,8.201498751040791
CAKEUSDT,2025-11-02,B,NINJA,74,12.374447569304948
CAKEUSDT,2025-11-05,B,NINJA,49,23.487858719646802
CAKEUSDT,2025-11-06,B,NINJA,52,23.596995139195776
CAKEUSDT,2025-11-11,B,NINJA,88,2.9750099166997224
CAKEUSDT,2025-11-15,B,NINJA,57,1.4037985136250875
CAKEUSDT,2025-11-16,B,NINJA,63,5.218498090793378
CAKEUSDT,2025-11-19,B,NINJA,60,9.33275185346707
CAKEUSDT,2025-11-27,B,TREND,94,1.0072522159548791
CAKEUSDT,2025-11-30,B,NINJA,47,3.197307530500626
CAKEUSDT,2025-12-02,B,NINJA,72,3.0672268907562916
CAKEUSDT,2025-12-08,B,NINJA,66,4.225959465286766
CAKEUSDT,2025-12-10,B,NINJA,75,0.1721170395869276
CAKEUSDT,2025-12-12,B,NINJA,52,2.7564392227745094
CAKEUSDT,2025-12-13,B,NINJA,55,0.5305039787798504
CAKEUSDT,2025-12-14,B,NINJA,46,2.2398506766215576
CAKEUSDT,2025-12-25,B,NINJA,51,14.983351831298553
CARVUSDT,2025-09-09,C+,NINJA,90,6.295941195270061
CARVUSDT,2025-09-16,C+,NINJA,53,5.4018874064432065
CARVUSDT,2025-12-02,C+,NINJA,60,11.07168204400284
CARVUSDT,2025-12-03,C+,NINJA,64,12.589928057553944
CARVUSDT,2025-12-07,C+,NINJA,74,13.570391872278664
CARVUSDT,2025-12-08,C+,NINJA,76,13.405797101449268
CARVUSDT,2025-12-14,C+,NINJA,46,36.167039522744226
CELOUSDT,2025-01-09,B,NINJA,48,9.02788719079879
CELOUSDT,2025-02-19,B,NINJA,64,4.459770114942541
CELOUSDT,2025-02-21,B,NINJA,72,3.784162578836714
CELOUSDT,2025-02-23,B,NINJA,63,0.8210180623973828
CELOUSDT,2025-03-23,B,NINJA,75,9.42887931034484
CELOUSDT,2025-04-01,B,NINJA,62,2.8375149342891204
CELOUSDT,2025-05-29,B,NINJA,61,0.8956059333893096
CELOUSDT,2025-06-16,B,NINJA,59,1.807639836289221
CELOUSDT,2025-06-19,B,NINJA,61,1.9363762102351245
CELOUSDT,2025-07-06,B,NINJA,63,28.63935625457208
CELOUSDT,2025-07-31,B,NINJA,46,17.63584366062918
CELOUSDT,2025-08-21,B,NINJA,57,12.176656151419563
CELOUSDT,2025-08-25,B,NINJA,59,8.719611021069685
CELOUSDT,2025-08-27,B,NINJA,56,4.161490683229796
CELOUSDT,2025-08-29,B,NINJA,61,4.595115681233941
CELOUSDT,2025-08-31,B,NINJA,61,5.035737491877823
CELOUSDT,2025-09-03,B,NINJA,58,12.280119482243613
CELOUSDT,2025-09-14,B,NINJA,70,2.1350078492935465
CELOUSDT,2025-09-17,B,NINJA,63,2.3277760301981587
CELOUSDT,2025-09-21,B,NINJA,52,0.37225042301183286
CELOUSDT,2025-10-02,B,TREND,92,68.63406408094437
CELOUSDT,2025-10-27,B,NINJA,70,14.637964774951072
CELOUSDT,2025-10-30,B,NINJA,56,27.403218790778606
CELOUSDT,2025-11-06,B,NINJA,63,16.906946264744427
CELOUSDT,2025-11-11,B,NINJA,67,6.01633003867641
CELOUSDT,2025-12-07,B,NINJA,66,6.021251475796929
CELOUSDT,2025-12-08,B,NINJA,60,6.777645659928666
CELOUSDT,2025-12-10,B,NINJA,63,0.17867778439546456
CELRUSDT,2025-01-26,B,NINJA,57,13.324269204622707
CELRUSDT,2025-02-19,B,NINJA,57,17.66148814390842
CELRUSDT,2025-02-21,B,NINJA,83,12.159002338269676
CELRUSDT,2025-02-26,B,NINJA,60,11.970074812967567
