symbol,signal_time,signal_type,atr_pct,rsi,peak_gain,max_drawdown,spread,tier
REZUSDT,2024-05-18 20:00:00+00:00,NINJA,13.07,61.13,6.74,-6.92,14.69,BRONZE
REZUSDT,2024-05-28 12:00:00+00:00,NINJA,12.12,61.97,2.13,-6.58,9.32,IRON
REZUSDT,2024-06-01 12:00:00+00:00,NINJA,12.03,63.71,30.25,-0.28,30.62,DIAMOND
REZUSDT,2024-06-02 16:00:00+00:00,NINJA,12.57,67.18,4.2,-9.52,15.15,IRON
REZUSDT,2024-06-15 20:00:00+00:00,TREND,15.09,58.76,2.5,-2.58,5.21,IRON
REZUSDT,2024-06-20 08:00:00+00:00,NINJA,14.66,62.35,1.02,-9.33,11.41,IRON
REZUSDT,2024-07-07 12:00:00+00:00,NINJA,14.1,63.29,6.67,-13.48,23.29,BRONZE
REZUSDT,2024-07-08 12:00:00+00:00,NINJA,13.38,70.99,6.59,-5.27,12.52,BRONZE
REZUSDT,2024-07-09 12:00:00+00:00,NINJA,13.0,60.6,4.18,-2.39,6.73,IRON
REZUSDT,2024-07-28 00:00:00+00:00,NINJA,12.59,70.59,2.48,-5.89,8.9,IRON
REZUSDT,2024-08-07 08:00:00+00:00,TREND,16.66,57.14,1.18,-9.93,12.34,IRON
REZUSDT,2024-08-08 16:00:00+00:00,NINJA,12.99,74.02,19.21,-0.44,19.73,SILVER
REZUSDT,2024-08-09 16:00:00+00:00,NINJA,13.51,71.72,3.23,-1.21,4.49,IRON
REZUSDT,2024-08-10 16:00:00+00:00,NINJA,13.43,72.4,0.6,-10.2,12.03,IRON
REZUSDT,2024-08-14 00:00:00+00:00,TREND,15.08,62.09,10.67,-6.28,18.08,SILVER
REZUSDT,2024-08-18 04:00:00+00:00,NINJA,14.02,65.35,3.65,-3.86,7.81,IRON
REZUSDT,2024-08-19 04:00:00+00:00,NINJA,12.64,65.22,2.61,-5.87,9.01,IRON
REZUSDT,2024-08-21 20:00:00+00:00,NINJA,12.22,64.46,4.2,-1.26,5.53,IRON
REZUSDT,2024-10-01 00:00:00+00:00,NINJA,13.07,66.35,7.06,-19.02,32.2,BRONZE
REZUSDT,2024-10-05 00:00:00+00:00,NINJA,14.02,63.2,4.76,-5.37,10.7,IRON
REZUSDT,2024-10-06 04:00:00+00:00,NINJA,13.05,61.17,7.39,-0.97,8.44,BRONZE
REZUSDT,2024-10-08 04:00:00+00:00,NINJA,12.08,61.69,2.05,-4.16,6.48,IRON
REZUSDT,2024-12-12 20:00:00+00:00,NINJA,14.23,67.19,1.71,-4.77,6.81,IRON
REZUSDT,2024-12-17 00:00:00+00:00,TREND,16.46,59.81,1.03,-11.24,13.82,IRON
REZUSDT,2024-12-22 16:00:00+00:00,TREND,22.55,57.37,3.93,-4.44,8.76,IRON
REZUSDT,2024-12-24 12:00:00+00:00,TREND,15.76,60.86,7.54,-0.33,7.89,BRONZE
REZUSDT,2024-12-25 12:00:00+00:00,TREND,15.11,57.26,1.36,-8.02,10.2,IRON
REZUSDT,2024-12-28 16:00:00+00:00,NINJA,14.21,64.39,3.72,-1.78,5.6,IRON
REZUSDT,2025-02-01 00:00:00+00:00,NINJA,13.29,63.33,1.59,-12.23,15.75,IRON
REZUSDT,2025-02-05 08:00:00+00:00,TREND,18.19,62.65,2.8,-4.4,7.53,IRON
REZUSDT,2025-02-08 20:00:00+00:00,TREND,18.04,59.84,3.11,-3.8,7.19,IRON
REZUSDT,2025-02-10 04:00:00+00:00,TREND,17.1,59.2,10.57,-0.72,11.37,SILVER
REZUSDT,2025-02-11 04:00:00+00:00,TREND,16.84,69.48,3.89,-7.73,12.6,IRON
REZUSDT,2025-02-12 04:00:00+00:00,TREND,15.88,56.28,11.1,-5.87,18.03,SILVER
REZUSDT,2025-02-14 00:00:00+00:00,NINJA,14.81,67.59,5.98,-1.03,7.08,BRONZE
REZUSDT,2025-02-27 12:00:00+00:00,NINJA,13.08,68.57,7.38,-23.24,39.89,BRONZE
REZUSDT,2025-02-28 12:00:00+00:00,NINJA,13.35,61.09,11.13,-2.74,14.26,SILVER
REZUSDT,2025-03-02 08:00:00+00:00,NINJA,14.3,62.78,9.73,-0.3,10.07,BRONZE
REZUSDT,2025-03-05 16:00:00+00:00,TREND,17.24,65.23,59.6,-1.29,61.68,DIAMOND
REZUSDT,2025-03-06 16:00:00+00:00,NINJA,15.9,72.63,62.89,-1.51,65.39,DIAMOND
REZUSDT,2025-03-07 16:15:00+00:00,TREND,19.1,67.23,1.45,-17.89,23.55,IRON
REZUSDT,2025-03-08 16:15:00+00:00,TREND,20.97,56.28,24.84,-3.0,28.7,GOLD
REZUSDT,2025-03-11 12:00:00+00:00,TREND,21.51,61.64,19.39,-3.12,23.24,SILVER
REZUSDT,2025-03-23 16:00:00+00:00,NINJA,12.92,61.3,5.48,-2.58,8.27,BRONZE
REZUSDT,2025-04-01 00:00:00+00:00,NINJA,12.87,68.66,36.37,-0.35,36.85,DIAMOND
REZUSDT,2025-04-05 00:00:00+00:00,TREND,16.13,59.68,15.81,-3.56,20.08,SILVER
REZUSDT,2025-04-06 08:00:00+00:00,TREND,19.39,57.12,1.84,-22.24,30.97,IRON
REZUSDT,2025-04-09 16:00:00+00:00,TREND,21.15,56.79,9.41,-0.77,10.26,BRONZE
REZUSDT,2025-04-11 00:00:00+00:00,TREND,20.98,56.51,10.61,-1.03,11.77,SILVER
REZUSDT,2025-04-12 08:00:00+00:00,TREND,19.97,62.03,3.56,-3.75,7.6,IRON
REZUSDT,2025-05-08 08:00:00+00:00,NINJA,12.47,64.29,17.36,-0.88,18.4,SILVER
REZUSDT,2025-05-12 00:00:00+00:00,NINJA,12.8,69.87,5.52,-12.16,20.12,BRONZE
REZUSDT,2025-05-20 00:00:00+00:00,TREND,15.36,55.07,6.28,-1.79,8.22,BRONZE
REZUSDT,2025-05-21 08:00:00+00:00,TREND,15.51,57.59,6.25,-3.43,10.03,BRONZE
REZUSDT,2025-05-22 08:00:00+00:00,NINJA,13.84,65.3,7.95,-1.4,9.48,BRONZE
REZUSDT,2025-05-23 12:00:00+00:00,TREND,16.9,55.2,3.64,-6.29,10.6,IRON
REZUSDT,2025-05-27 08:00:00+00:00,NINJA,12.3,60.24,5.82,-0.51,6.36,BRONZE
REZUSDT,2025-06-02 08:00:00+00:00,NINJA,12.52,60.14,6.07,-3.48,9.89,BRONZE
REZUSDT,2025-07-16 00:00:00+00:00,NINJA,12.86,69.59,26.65,-2.32,29.67,GOLD
REZUSDT,2025-07-17 00:00:00+00:00,NINJA,14.22,62.28,3.45,-7.61,11.98,IRON
REZUSDT,2025-07-20 20:00:00+00:00,TREND,15.9,56.3,3.08,-5.09,8.61,IRON
REZUSDT,2025-07-21 20:00:00+00:00,TREND,16.35,58.71,5.54,-4.19,10.16,BRONZE
REZUSDT,2025-07-27 04:00:00+00:00,NINJA,12.79,70.18,19.79,-0.23,20.06,SILVER
REZUSDT,2025-07-28 04:00:00+00:00,NINJA,15.55,73.85,2.73,-12.9,17.95,IRON
REZUSDT,2025-07-29 08:00:00+00:00,NINJA,13.44,60.69,9.94,-2.98,13.31,BRONZE
REZUSDT,2025-07-31 04:00:00+00:00,NINJA,13.89,65.62,4.44,-12.61,19.51,IRON
REZUSDT,2025-08-04 16:00:00+00:00,NINJA,12.67,66.2,5.8,-3.89,10.08,BRONZE
REZUSDT,2025-10-10 00:00:00+00:00,TREND,20.96,59.21,9.02,-75.99,354.05,BRONZE
REZUSDT,2025-10-13 04:00:00+00:00,TREND,19.86,63.52,7.98,-6.53,15.52,BRONZE
REZUSDT,2025-10-14 04:00:00+00:00,TREND,20.47,61.68,13.16,-7.77,22.7,SILVER
REZUSDT,2025-10-15 16:00:00+00:00,TREND,21.31,55.05,8.43,-4.02,12.97,BRONZE
REZUSDT,2025-10-19 12:00:00+00:00,TREND,23.58,60.25,4.93,-3.29,8.5,IRON
REZUSDT,2025-11-01 20:00:00+00:00,NINJA,12.05,71.72,3.06,-5.11,8.61,IRON
REZUSDT,2025-11-07 00:00:00+00:00,NINJA,13.82,69.3,12.2,-4.07,16.95,SILVER
REZUSDT,2025-11-08 20:00:00+00:00,NINJA,14.14,65.57,3.71,-2.05,5.88,IRON
REZUSDT,2025-11-11 00:00:00+00:00,NINJA,14.49,66.48,8.38,-7.0,16.53,BRONZE
REZUSDT,2025-11-24 16:00:00+00:00,NINJA,12.47,60.83,17.36,0.16,17.18,SILVER
RIFUSDT,2024-01-18 04:00:00+00:00,TREND,16.08,58.71,1.55,-11.02,14.14,IRON
RIFUSDT,2024-01-21 12:00:00+00:00,TREND,15.11,62.61,9.55,-1.25,10.94,BRONZE
RIFUSDT,2024-02-23 16:00:00+00:00,NINJA,12.3,65.79,4.95,-0.75,5.74,IRON
RIFUSDT,2024-02-24 16:00:00+00:00,NINJA,12.56,60.18,8.19,-1.91,10.29,BRONZE
RIFUSDT,2024-02-25 16:00:00+00:00,NINJA,12.25,64.44,10.38,-3.59,14.49,SILVER
RIFUSDT,2024-02-26 16:00:00+00:00,NINJA,12.36,65.69,16.94,-3.86,21.63,SILVER
RIFUSDT,2024-02-27 20:00:00+00:00,NINJA,12.82,65.52,14.32,-10.99,28.45,SILVER
RIFUSDT,2024-02-28 20:00:00+00:00,NINJA,13.54,61.94,9.39,-3.74,13.64,BRONZE
RIFUSDT,2024-03-05 00:00:00+00:00,NINJA,13.92,62.1,3.43,-28.23,44.11,IRON
RIFUSDT,2024-03-08 00:00:00+00:00,NINJA,12.67,69.83,12.23,-1.86,14.35,SILVER
RIFUSDT,2024-03-10 12:00:00+00:00,NINJA,13.04,65.54,5.87,-11.63,19.81,BRONZE
RIFUSDT,2024-03-11 12:00:00+00:00,NINJA,13.3,64.06,14.65,-5.45,21.26,SILVER
RIFUSDT,2024-03-12 20:00:00+00:00,NINJA,13.32,64.07,5.41,-1.25,6.74,BRONZE
RIFUSDT,2024-03-21 08:00:00+00:00,NINJA,14.99,63.95,7.32,-4.18,12.01,BRONZE
RIFUSDT,2024-03-22 08:00:00+00:00,TREND,15.53,64.16,0.28,-13.01,15.27,IRON
RIFUSDT,2024-03-23 12:00:00+00:00,TREND,15.04,68.74,19.92,-0.13,20.07,SILVER
RIFUSDT,2024-03-24 16:00:00+00:00,NINJA,14.34,64.17,1.19,-6.22,7.9,IRON
RIFUSDT,2024-03-25 16:00:00+00:00,NINJA,12.34,67.67,13.06,-0.42,13.53,SILVER
RIFUSDT,2024-03-27 04:00:00+00:00,NINJA,12.75,72.7,3.13,-10.99,15.86,IRON
RIFUSDT,2024-04-16 08:00:00+00:00,NINJA,13.6,60.4,2.59,-3.83,6.68,IRON
RIFUSDT,2024-04-19 16:00:00+00:00,NINJA,13.25,64.83,4.78,-3.19,8.24,IRON
RIFUSDT,2024-04-20 16:00:00+00:00,NINJA,12.21,71.93,4.26,-3.01,7.5,IRON
RIFUSDT,2024-04-24 08:00:00+00:00,NINJA,12.46,69.14,0.54,-10.98,12.94,IRON
RIFUSDT,2024-08-07 16:00:00+00:00,TREND,21.71,61.02,14.65,-5.89,21.83,SILVER
RIFUSDT,2024-08-08 16:00:00+00:00,TREND,19.19,56.45,3.85,-4.38,8.61,IRON
RIFUSDT,2024-08-09 16:00:00+00:00,TREND,18.34,61.04,2.65,-1.32,4.03,IRON
RIFUSDT,2024-08-10 16:00:00+00:00,TREND,17.79,63.8,11.87,-1.6,13.69,SILVER
RIFUSDT,2024-08-13 20:00:00+00:00,NINJA,14.35,68.83,4.15,-5.49,10.19,IRON
RIFUSDT,2024-12-22 16:00:00+00:00,TREND,15.48,62.4,6.23,-2.35,8.79,BRONZE
RIFUSDT,2025-02-05 08:00:00+00:00,NINJA,12.81,63.68,0.87,-3.81,4.86,IRON
RIFUSDT,2025-02-09 00:00:00+00:00,NINJA,12.25,65.85,3.04,-2.86,6.08,IRON
RLCUSDT,2024-01-23 00:00:00+00:00,NINJA,12.35,62.52,6.48,-10.81,19.39,BRONZE
RLCUSDT,2024-01-27 20:00:00+00:00,NINJA,13.02,62.56,25.1,-1.9,27.52,GOLD
RLCUSDT,2024-01-28 20:00:00+00:00,NINJA,13.78,65.12,2.5,-9.48,13.23,IRON
RLCUSDT,2024-01-29 20:00:00+00:00,NINJA,13.8,65.45,0.47,-8.84,10.21,IRON
RLCUSDT,2024-02-03 04:00:00+00:00,NINJA,12.76,60.39,1.0,-5.53,6.92,IRON
RLCUSDT,2024-02-28 00:00:00+00:00,NINJA,12.33,62.13,11.94,-9.7,23.95,SILVER
RLCUSDT,2024-02-29 00:00:00+00:00,NINJA,12.51,60.29,8.61,-1.11,9.83,BRONZE
RLCUSDT,2024-03-01 00:00:00+00:00,NINJA,12.19,63.97,1.45,-3.71,5.36,IRON
RLCUSDT,2024-03-08 00:00:00+00:00,NINJA,12.04,70.03,0.05,-10.53,11.83,IRON
RLCUSDT,2024-03-10 00:00:00+00:00,NINJA,12.26,69.46,4.13,-9.46,15.01,IRON
RLCUSDT,2024-03-11 00:00:00+00:00,NINJA,12.39,69.67,3.73,-5.49,9.76,IRON
RLCUSDT,2024-03-21 00:00:00+00:00,TREND,15.07,55.89,4.34,-1.65,6.09,IRON
RLCUSDT,2024-03-22 00:00:00+00:00,TREND,16.53,60.06,1.71,-10.11,13.15,IRON
RLCUSDT,2024-03-25 00:00:00+00:00,NINJA,12.57,65.63,4.15,-0.24,4.4,IRON
RLCUSDT,2024-03-26 00:00:00+00:00,NINJA,12.59,65.88,2.5,-4.91,7.79,IRON
RLCUSDT,2024-04-18 20:00:00+00:00,NINJA,13.84,70.25,15.02,-7.39,24.19,SILVER
RLCUSDT,2024-04-20 00:00:00+00:00,NINJA,12.79,73.24,11.07,-1.26,12.49,SILVER
RLCUSDT,2024-04-21 16:00:00+00:00,NINJA,12.76,64.08,4.2,-1.58,5.87,IRON
RLCUSDT,2024-04-22 16:00:00+00:00,NINJA,12.18,65.79,2.04,-2.34,4.49,IRON
RLCUSDT,2024-04-24 00:00:00+00:00,NINJA,13.37,72.47,9.36,-7.39,18.09,BRONZE
RLCUSDT,2024-12-22 16:00:00+00:00,NINJA,14.6,65.86,4.96,-3.15,8.37,IRON
RLCUSDT,2024-12-29 08:00:00+00:00,NINJA,12.1,65.72,0.62,-6.01,7.05,IRON
RLCUSDT,2024-12-30 08:00:00+00:00,NINJA,12.09,65.76,0.38,-6.23,7.06,IRON
RLCUSDT,2025-02-02 04:00:00+00:00,NINJA,13.67,60.0,5.04,-39.11,72.5,BRONZE
RLCUSDT,2025-02-05 08:00:00+00:00,TREND,16.75,60.87,3.31,-3.77,7.35,IRON
RLCUSDT,2025-02-08 20:00:00+00:00,TREND,17.16,67.96,17.79,-0.08,17.88,SILVER
RLCUSDT,2025-02-09 20:00:00+00:00,TREND,17.35,59.4,2.91,-5.22,8.57,IRON
RLCUSDT,2025-02-10 20:00:00+00:00,TREND,17.06,65.22,4.45,-4.45,9.32,IRON
RLCUSDT,2025-02-12 16:00:00+00:00,TREND,16.11,57.69,9.57,-0.16,9.74,BRONZE
RLCUSDT,2025-02-14 00:00:00+00:00,TREND,15.33,57.79,4.75,-1.89,6.76,IRON
RLCUSDT,2025-08-28 04:00:00+00:00,NINJA,12.67,72.76,8.93,-16.04,29.74,BRONZE
RLCUSDT,2025-09-02 16:00:00+00:00,TREND,15.59,55.52,15.96,-0.17,16.15,SILVER
RLCUSDT,2025-09-03 16:00:00+00:00,TREND,15.54,57.36,2.41,-7.08,10.21,IRON
RLCUSDT,2025-09-04 20:00:00+00:00,TREND,15.84,63.12,6.45,-1.93,8.55,BRONZE
RLCUSDT,2025-09-06 12:00:00+00:00,TREND,15.62,61.01,5.74,-2.42,8.36,BRONZE
RLCUSDT,2025-09-07 20:00:00+00:00,TREND,15.82,56.93,6.96,-0.85,7.87,BRONZE
RLCUSDT,2025-10-10 08:00:00+00:00,NINJA,12.53,71.12,6.44,-32.29,57.2,BRONZE
RLCUSDT,2025-10-13 08:00:00+00:00,NINJA,12.41,70.91,26.22,-0.45,26.8,GOLD
RLCUSDT,2025-10-14 08:00:00+00:00,NINJA,13.7,63.88,6.0,-2.22,8.41,BRONZE
RLCUSDT,2025-10-19 16:00:00+00:00,NINJA,14.12,70.4,4.29,-1.36,5.73,IRON
RLCUSDT,2025-10-20 20:00:00+00:00,NINJA,13.52,61.11,2.13,-5.38,7.93,IRON
RONINUSDT,2024-03-21 08:00:00+00:00,NINJA,13.53,65.81,17.15,-0.64,17.9,SILVER
RONINUSDT,2024-03-22 20:00:00+00:00,NINJA,13.61,74.75,14.31,-1.36,15.89,SILVER
RONINUSDT,2024-03-23 20:00:00+00:00,NINJA,12.8,63.46,1.6,-4.25,6.11,IRON
RONINUSDT,2024-03-24 20:00:00+00:00,NINJA,12.16,65.6,1.28,-4.69,6.27,IRON
RONINUSDT,2024-12-22 16:00:00+00:00,TREND,15.58,59.09,5.29,-1.64,7.04,BRONZE
RONINUSDT,2024-12-24 12:00:00+00:00,NINJA,12.03,67.27,7.32,-0.57,7.93,BRONZE
RONINUSDT,2024-12-26 00:00:00+00:00,NINJA,12.07,62.5,0.29,-8.13,9.17,IRON
RONINUSDT,2025-02-08 12:00:00+00:00,NINJA,13.02,61.05,6.49,-0.48,7.01,BRONZE
RONINUSDT,2025-02-09 12:00:00+00:00,NINJA,13.32,68.48,1.18,-5.27,6.81,IRON
ROSEUSDT,2024-04-16 00:00:00+00:00,NINJA,14.06,63.25,6.66,-5.8,13.22,BRONZE
ROSEUSDT,2024-04-18 20:00:00+00:00,NINJA,13.33,63.14,9.21,-6.46,16.76,BRONZE
ROSEUSDT,2024-04-19 20:00:00+00:00,NINJA,13.41,67.84,8.12,-3.24,11.74,BRONZE
ROSEUSDT,2024-04-20 20:00:00+00:00,NINJA,12.95,73.54,0.17,-6.09,6.66,IRON
ROSEUSDT,2024-04-22 04:00:00+00:00,NINJA,12.91,68.96,2.36,-2.42,4.89,IRON
ROSEUSDT,2024-04-24 00:00:00+00:00,NINJA,13.47,60.27,6.81,-5.48,13.01,BRONZE
ROSEUSDT,2024-08-07 16:00:00+00:00,NINJA,12.16,62.3,8.19,-4.56,13.36,BRONZE
ROSEUSDT,2024-12-12 04:00:00+00:00,NINJA,13.6,62.59,1.64,-8.5,11.09,IRON
ROSEUSDT,2024-12-22 16:00:00+00:00,TREND,17.39,58.22,5.69,-3.39,9.39,BRONZE
ROSEUSDT,2024-12-24 00:00:00+00:00,NINJA,12.5,62.37,5.56,-2.41,8.17,BRONZE
ROSEUSDT,2024-12-30 00:00:00+00:00,NINJA,12.16,68.9,4.64,-8.14,13.92,IRON
ROSEUSDT,2025-02-05 08:00:00+00:00,NINJA,14.76,60.88,1.08,-5.82,7.32,IRON
ROSEUSDT,2025-02-08 20:00:00+00:00,NINJA,14.82,68.75,5.21,-1.26,6.55,BRONZE
ROSEUSDT,2025-02-10 00:00:00+00:00,NINJA,13.73,60.77,5.4,-5.01,10.96,BRONZE
ROSEUSDT,2025-02-11 00:00:00+00:00,NINJA,14.01,68.41,4.88,-5.54,11.04,IRON
ROSEUSDT,2025-02-14 00:00:00+00:00,NINJA,13.14,61.78,5.69,-0.69,6.42,BRONZE
ROSEUSDT,2025-03-13 00:00:00+00:00,NINJA,12.49,61.37,2.32,-5.24,7.99,IRON
ROSEUSDT,2025-05-21 12:00:00+00:00,NINJA,12.5,63.49,5.62,-3.35,9.28,BRONZE
ROSEUSDT,2025-05-23 04:00:00+00:00,NINJA,12.86,60.85,1.02,-14.06,17.54,IRON
ROSEUSDT,2025-10-10 04:00:00+00:00,NINJA,14.25,62.73,13.87,-56.88,164.05,SILVER
ROSEUSDT,2025-10-13 04:00:00+00:00,TREND,15.53,57.94,7.07,-1.18,8.34,BRONZE
ROSEUSDT,2025-10-14 08:00:00+00:00,TREND,16.81,56.56,7.4,-2.23,9.85,BRONZE
ROSEUSDT,2025-10-19 12:00:00+00:00,NINJA,18.57,71.12,4.0,-2.28,6.43,IRON
ROSEUSDT,2025-10-20 12:00:00+00:00,TREND,18.28,56.54,0.81,-6.99,8.39,IRON
ROSEUSDT,2025-10-21 12:00:00+00:00,TREND,19.47,63.72,8.04,-5.7,14.57,BRONZE
ROSEUSDT,2025-11-16 00:00:00+00:00,TREND,16.62,59.97,3.06,-7.03,10.86,IRON
ROSEUSDT,2025-11-17 04:00:00+00:00,TREND,16.47,55.44,4.32,-6.22,11.25,IRON
ROSEUSDT,2025-11-19 20:00:00+00:00,NINJA,14.1,61.69,6.98,-6.35,14.24,BRONZE
RPLUSDT,2024-04-19 12:00:00+00:00,NINJA,13.06,62.0,5.56,-3.91,9.85,BRONZE
RPLUSDT,2024-04-20 16:00:00+00:00,NINJA,12.63,74.78,4.34,-0.09,4.43,IRON
RPLUSDT,2024-04-21 16:00:00+00:00,NINJA,12.21,71.16,5.08,-1.23,6.38,BRONZE
RPLUSDT,2024-06-26 20:00:00+00:00,TREND,16.56,56.76,0.0,-11.88,13.48,IRON
RPLUSDT,2024-12-12 12:00:00+00:00,NINJA,12.45,63.26,9.68,-0.07,9.75,BRONZE
RPLUSDT,2024-12-13 12:00:00+00:00,NINJA,12.42,67.65,6.56,-1.61,8.31,BRONZE
RPLUSDT,2024-12-22 16:00:00+00:00,TREND,17.61,58.1,4.42,-3.16,7.83,IRON
RPLUSDT,2024-12-24 00:00:00+00:00,NINJA,12.78,63.7,4.81,-2.9,7.94,IRON
RPLUSDT,2024-12-25 00:00:00+00:00,NINJA,12.64,69.63,1.28,-4.79,6.37,IRON
RPLUSDT,2025-02-05 08:00:00+00:00,NINJA,13.34,67.48,2.54,-4.75,7.65,IRON
RPLUSDT,2025-02-08 20:00:00+00:00,NINJA,13.7,60.58,47.3,-0.49,48.03,DIAMOND
RPLUSDT,2025-02-10 00:00:00+00:00,NINJA,12.2,69.29,8.42,-7.29,16.94,BRONZE
RPLUSDT,2025-02-11 20:00:00+00:00,NINJA,13.26,60.71,4.61,-10.08,16.33,IRON
RPLUSDT,2025-02-12 20:00:00+00:00,NINJA,13.72,60.97,3.79,-14.18,20.93,IRON
RPLUSDT,2025-02-20 20:00:00+00:00,TREND,15.04,63.19,1.6,-9.84,12.68,IRON
RPLUSDT,2025-05-21 16:00:00+00:00,NINJA,13.78,61.32,8.43,-3.33,12.17,BRONZE
RPLUSDT,2025-06-05 04:00:00+00:00,NINJA,13.25,64.54,1.56,-12.99,16.73,IRON
RPLUSDT,2025-06-09 20:00:00+00:00,NINJA,12.79,69.7,13.46,-1.08,14.7,SILVER
RPLUSDT,2025-06-12 04:00:00+00:00,NINJA,14.91,65.59,1.16,-16.18,20.69,IRON
RPLUSDT,2025-06-15 08:00:00+00:00,NINJA,13.77,63.55,3.1,-3.41,6.74,IRON
RPLUSDT,2025-06-16 12:00:00+00:00,NINJA,13.57,62.31,4.55,-4.7,9.7,IRON
RPLUSDT,2025-06-23 20:00:00+00:00,NINJA,13.51,62.59,4.14,-2.45,6.76,IRON
RPLUSDT,2025-06-24 20:00:00+00:00,NINJA,12.18,69.05,1.35,-5.0,6.68,IRON
RPLUSDT,2025-07-28 04:00:00+00:00,NINJA,12.09,71.52,3.02,-12.99,18.4,IRON
RPLUSDT,2025-10-10 00:00:00+00:00,TREND,18.98,62.35,4.9,-92.86,1368.57,IRON
RPLUSDT,2025-10-13 04:00:00+00:00,TREND,17.33,67.88,7.29,-2.34,9.87,BRONZE
RPLUSDT,2025-10-14 08:00:00+00:00,TREND,18.72,56.06,6.23,-2.71,9.19,BRONZE
RPLUSDT,2025-10-19 16:00:00+00:00,NINJA,19.96,72.34,1.4,-4.75,6.45,IRON
RPLUSDT,2025-10-20 16:00:00+00:00,TREND,19.57,57.14,4.31,-4.31,9.01,IRON
RSRUSDT,2024-03-08 00:00:00+00:00,NINJA,12.4,73.81,0.3,-9.3,10.58,IRON
RSRUSDT,2024-03-12 12:00:00+00:00,NINJA,12.76,60.4,7.31,-3.71,11.44,BRONZE
RSRUSDT,2024-03-14 04:00:00+00:00,NINJA,13.03,69.83,1.14,-14.84,18.77,IRON
RSRUSDT,2024-03-15 08:00:00+00:00,NINJA,13.83,60.68,8.23,-7.53,17.05,BRONZE
RSRUSDT,2024-03-20 20:00:00+00:00,TREND,15.23,58.89,49.23,-0.24,49.59,DIAMOND
RSRUSDT,2024-03-23 00:00:00+00:00,NINJA,15.77,74.68,7.88,-6.86,15.82,BRONZE
RSRUSDT,2024-03-25 20:00:00+00:00,NINJA,13.49,74.88,6.67,-9.54,17.92,BRONZE
RSRUSDT,2024-03-27 00:00:00+00:00,NINJA,14.94,72.33,1.87,-13.04,17.14,IRON
RSRUSDT,2024-03-28 04:00:00+00:00,TREND,15.14,55.23,10.03,-3.36,13.85,SILVER
RSRUSDT,2024-03-31 20:00:00+00:00,TREND,15.93,56.8,13.81,-5.44,20.36,SILVER
RSRUSDT,2024-04-01 20:00:00+00:00,TREND,15.52,57.81,7.6,-18.09,31.36,BRONZE
RSRUSDT,2024-04-04 16:00:00+00:00,TREND,18.38,61.59,7.93,-5.54,14.26,BRONZE
RSRUSDT,2024-04-05 16:00:00+00:00,TREND,18.08,56.66,1.02,-5.11,6.46,IRON
RSRUSDT,2024-04-07 08:00:00+00:00,TREND,17.93,55.56,1.9,-7.19,9.79,IRON
RSRUSDT,2024-04-08 20:00:00+00:00,NINJA,14.91,62.12,4.78,-6.63,12.23,IRON
RSRUSDT,2024-04-18 20:00:00+00:00,TREND,17.95,63.05,6.06,-7.37,14.5,BRONZE
RSRUSDT,2024-04-19 20:00:00+00:00,TREND,17.61,60.72,10.93,-3.55,15.01,SILVER
RSRUSDT,2024-04-20 20:00:00+00:00,NINJA,16.31,74.9,4.89,-5.04,10.46,IRON
RSRUSDT,2024-04-21 20:00:00+00:00,TREND,16.01,69.41,6.14,-0.37,6.54,BRONZE
RSRUSDT,2024-04-22 20:00:00+00:00,TREND,15.03,63.1,1.44,-4.53,6.25,IRON
RSRUSDT,2024-04-24 00:00:00+00:00,TREND,15.18,64.17,10.25,-5.7,16.91,SILVER
RSRUSDT,2024-06-20 08:00:00+00:00,NINJA,13.42,73.42,2.87,-5.36,8.7,IRON
RSRUSDT,2024-12-04 04:00:00+00:00,NINJA,12.72,69.06,28.99,-17.38,56.11,GOLD
RSRUSDT,2024-12-05 04:00:00+00:00,TREND,16.82,64.2,4.69,-6.94,12.49,IRON
RSRUSDT,2024-12-08 20:00:00+00:00,TREND,18.71,58.64,2.42,-16.43,22.56,IRON
RSRUSDT,2024-12-12 04:00:00+00:00,TREND,27.46,60.1,6.64,-6.68,14.27,BRONZE
RSRUSDT,2024-12-13 04:00:00+00:00,TREND,26.84,59.35,5.38,-3.87,9.62,BRONZE
RSRUSDT,2024-12-17 08:00:00+00:00,TREND,23.25,58.42,4.46,-8.21,13.8,IRON
RSRUSDT,2024-12-22 16:00:00+00:00,TREND,19.26,64.13,9.89,-2.51,12.72,BRONZE
RSRUSDT,2024-12-24 00:00:00+00:00,NINJA,13.24,65.47,31.54,-1.71,33.82,DIAMOND
RSRUSDT,2024-12-25 08:00:00+00:00,NINJA,13.33,68.77,4.71,-6.08,11.48,IRON
RSRUSDT,2024-12-26 08:00:00+00:00,NINJA,13.06,64.13,9.11,-2.38,11.77,BRONZE
RSRUSDT,2024-12-28 20:00:00+00:00,NINJA,12.44,62.11,9.23,-2.89,12.49,BRONZE
RSRUSDT,2025-01-01 20:00:00+00:00,NINJA,13.08,64.21,9.02,-0.28,9.33,BRONZE
RSRUSDT,2025-01-02 20:00:00+00:00,NINJA,12.31,65.46,4.99,-3.17,8.42,IRON
RSRUSDT,2025-01-29 16:00:00+00:00,NINJA,12.54,63.13,12.02,-1.76,14.02,SILVER
RSRUSDT,2025-02-05 08:00:00+00:00,TREND,16.35,65.36,3.55,-4.55,8.48,IRON
