symbol,signal_time,signal_type,atr_pct,rsi,peak_gain,max_drawdown,spread,tier
0GUSDT,2025-10-05 00:00:00+00:00,TREND,43.11,59.6,6.61,-4.13,11.2,BRONZE
0GUSDT,2025-10-06 20:00:00+00:00,TREND,27.03,58.27,0.75,-7.1,8.45,IRON
0GUSDT,2025-10-13 04:00:00+00:00,TREND,17.8,58.39,6.94,0.05,6.89,BRONZE
0GUSDT,2025-10-20 20:00:00+00:00,NINJA,14.21,63.59,18.38,-1.8,20.54,SILVER
0GUSDT,2025-11-03 08:00:00+00:00,NINJA,17.41,71.52,13.11,-20.78,42.78,SILVER
0GUSDT,2025-11-04 08:00:00+00:00,TREND,18.26,61.08,4.79,-16.82,25.98,IRON
0GUSDT,2025-11-08 00:00:00+00:00,TREND,18.38,65.93,72.15,-0.26,72.59,DIAMOND
0GUSDT,2025-11-09 04:00:00+00:00,NINJA,18.23,73.47,2.6,-16.77,23.28,IRON
0GUSDT,2025-11-10 04:00:00+00:00,TREND,20.57,64.37,1.01,-13.83,17.22,IRON
0GUSDT,2025-11-16 00:00:00+00:00,TREND,25.67,64.16,9.43,-9.96,21.53,BRONZE
0GUSDT,2025-11-22 00:00:00+00:00,TREND,17.74,60.25,19.07,-5.47,25.96,SILVER
0GUSDT,2025-11-23 00:00:00+00:00,NINJA,16.37,72.2,18.24,-11.56,33.69,SILVER
0GUSDT,2025-11-24 00:00:00+00:00,TREND,16.09,56.3,0.23,-10.28,11.71,IRON
0GUSDT,2025-11-27 20:00:00+00:00,NINJA,14.04,64.39,2.12,-3.34,5.65,IRON
0GUSDT,2025-11-29 12:00:00+00:00,NINJA,13.54,63.32,2.2,-6.18,8.93,IRON
0GUSDT,2025-12-29 00:00:00+00:00,NINJA,12.57,65.65,20.64,-0.43,21.15,GOLD
0GUSDT,2026-01-03 00:00:00+00:00,NINJA,12.89,67.44,7.72,-1.42,9.27,BRONZE
1000CATUSDT,2025-01-02 12:00:00+00:00,NINJA,12.94,61.07,1.62,-7.31,9.63,IRON
1000CATUSDT,2025-01-23 00:00:00+00:00,NINJA,14.83,60.31,1.54,-10.12,12.97,IRON
1000CATUSDT,2025-01-31 00:00:00+00:00,TREND,17.48,57.69,13.64,-0.13,13.79,SILVER
1000CATUSDT,2025-02-01 00:00:00+00:00,TREND,21.22,57.29,2.85,-20.29,29.03,IRON
1000CATUSDT,2025-02-05 08:00:00+00:00,TREND,22.37,68.27,1.87,-6.78,9.28,IRON
1000CATUSDT,2025-02-08 16:00:00+00:00,TREND,20.81,65.77,21.38,-3.49,25.76,GOLD
1000CATUSDT,2025-02-09 16:00:00+00:00,TREND,22.57,56.3,5.4,-5.31,11.3,BRONZE
1000CATUSDT,2025-02-10 16:00:00+00:00,TREND,20.29,64.3,16.36,-0.7,17.18,SILVER
1000CATUSDT,2025-02-11 20:00:00+00:00,TREND,19.68,60.2,32.43,-6.96,42.34,DIAMOND
1000CATUSDT,2025-02-13 04:00:00+00:00,NINJA,21.05,72.73,6.09,-19.82,32.32,BRONZE
1000CATUSDT,2025-02-14 04:00:00+00:00,TREND,20.27,55.88,10.34,-5.25,16.45,SILVER
1000CATUSDT,2025-02-20 20:00:00+00:00,TREND,19.58,57.82,8.14,-4.39,13.11,BRONZE
1000CATUSDT,2025-02-22 12:00:00+00:00,TREND,17.45,56.27,13.22,-0.54,13.84,SILVER
1000CATUSDT,2025-02-27 04:00:00+00:00,NINJA,13.7,70.03,2.65,-10.41,14.58,IRON
1000CATUSDT,2025-02-28 16:00:00+00:00,NINJA,12.84,60.33,6.59,-5.79,13.14,BRONZE
1000CATUSDT,2025-03-02 08:00:00+00:00,NINJA,12.57,63.23,12.7,-2.03,15.04,SILVER
1000CATUSDT,2025-03-06 08:00:00+00:00,TREND,16.64,58.02,1.56,-9.15,11.79,IRON
1000CATUSDT,2025-03-13 00:00:00+00:00,NINJA,14.14,64.5,3.3,-3.43,6.97,IRON
1000CATUSDT,2025-03-14 04:00:00+00:00,NINJA,12.64,64.02,5.16,-0.54,5.73,BRONZE
1000CATUSDT,2025-05-12 00:00:00+00:00,NINJA,13.88,70.47,13.7,-13.7,31.74,SILVER
1000CATUSDT,2025-05-13 04:00:00+00:00,NINJA,13.88,63.21,31.99,-0.1,32.12,DIAMOND
1000CATUSDT,2025-05-19 12:00:00+00:00,TREND,21.39,55.58,8.28,-1.03,9.41,BRONZE
1000CATUSDT,2025-05-21 16:00:00+00:00,TREND,20.65,64.71,11.44,-1.74,13.41,SILVER
1000CATUSDT,2025-05-22 16:00:00+00:00,TREND,19.17,69.41,11.04,-6.59,18.87,SILVER
1000CATUSDT,2025-05-26 04:00:00+00:00,TREND,15.32,56.52,2.84,-6.58,10.09,IRON
1000CATUSDT,2025-05-27 20:00:00+00:00,NINJA,12.83,61.5,2.14,-5.76,8.38,IRON
1000CATUSDT,2025-06-02 04:00:00+00:00,NINJA,12.16,60.65,8.02,-3.04,11.41,BRONZE
1000CATUSDT,2025-07-26 12:00:00+00:00,NINJA,14.07,60.85,4.05,-1.23,5.34,IRON
1000CATUSDT,2025-07-27 12:00:00+00:00,NINJA,12.32,69.34,67.26,-1.19,69.29,DIAMOND
1000CATUSDT,2025-07-28 20:00:00+00:00,NINJA,13.66,67.21,2.73,-15.08,20.98,IRON
1000CATUSDT,2025-07-29 20:00:00+00:00,TREND,15.22,60.48,16.52,-3.69,20.99,SILVER
1000CATUSDT,2025-08-04 04:00:00+00:00,TREND,16.25,59.88,16.11,-0.88,17.15,SILVER
1000CATUSDT,2025-08-05 04:00:00+00:00,TREND,17.92,65.35,1.24,-9.62,12.01,IRON
1000CATUSDT,2025-08-07 12:00:00+00:00,TREND,15.92,57.48,1.35,-3.73,5.28,IRON
1000CATUSDT,2025-08-08 12:00:00+00:00,TREND,15.84,61.81,6.46,-1.59,8.18,BRONZE
1000CATUSDT,2025-08-09 12:00:00+00:00,TREND,15.66,67.82,3.62,-5.03,9.11,IRON
1000CATUSDT,2025-10-13 04:00:00+00:00,NINJA,18.98,73.27,4.31,-3.54,8.15,IRON
1000CATUSDT,2025-10-14 04:00:00+00:00,TREND,20.59,56.09,0.95,-8.85,10.75,IRON
1000CATUSDT,2025-10-19 12:00:00+00:00,NINJA,21.4,74.26,7.31,-2.32,9.85,BRONZE
1000CATUSDT,2025-10-20 12:00:00+00:00,TREND,21.0,58.7,2.08,-6.23,8.86,IRON
1000CATUSDT,2025-10-21 12:00:00+00:00,TREND,19.51,64.18,7.66,-4.01,12.17,BRONZE
1000CHEEMSUSDT,2025-02-22 04:00:00+00:00,TREND,24.68,61.69,18.19,-0.22,18.46,SILVER
1000CHEEMSUSDT,2025-02-23 04:00:00+00:00,TREND,18.47,62.58,3.36,-13.76,19.86,IRON
1000CHEEMSUSDT,2025-04-01 00:00:00+00:00,NINJA,14.21,60.53,11.84,-6.81,20.01,SILVER
1000CHEEMSUSDT,2025-10-10 08:00:00+00:00,NINJA,12.69,72.5,1.84,-23.58,33.26,IRON
1000CHEEMSUSDT,2025-10-13 04:00:00+00:00,TREND,15.35,57.66,8.39,-6.75,16.24,BRONZE
1000CHEEMSUSDT,2025-10-19 12:00:00+00:00,TREND,17.85,57.87,3.84,-0.35,4.2,IRON
1000CHEEMSUSDT,2025-10-20 16:00:00+00:00,TREND,17.92,56.1,2.62,-1.59,4.27,IRON
1000CHEEMSUSDT,2025-10-21 16:00:00+00:00,TREND,17.72,60.63,0.14,-7.3,8.02,IRON
1000SATSUSDT,2024-01-14 00:00:00+00:00,TREND,15.63,65.04,6.53,-6.56,14.0,BRONZE
1000SATSUSDT,2024-01-15 08:00:00+00:00,NINJA,14.84,62.41,3.67,-2.79,6.65,IRON
1000SATSUSDT,2024-01-26 12:00:00+00:00,NINJA,12.54,60.1,15.78,-4.12,20.75,SILVER
1000SATSUSDT,2024-01-28 04:00:00+00:00,NINJA,12.11,74.19,2.82,-7.69,11.39,IRON
1000SATSUSDT,2024-02-06 12:00:00+00:00,NINJA,13.1,60.56,3.18,-1.16,4.39,IRON
1000SATSUSDT,2024-02-07 20:00:00+00:00,NINJA,12.37,69.89,5.59,-0.09,5.69,BRONZE
1000SATSUSDT,2024-03-05 00:00:00+00:00,NINJA,14.8,69.05,9.49,-25.22,46.43,BRONZE
1000SATSUSDT,2024-03-08 00:00:00+00:00,NINJA,14.59,66.45,6.95,-2.65,9.86,BRONZE
1000SATSUSDT,2024-03-09 00:00:00+00:00,NINJA,14.63,63.03,3.83,-2.74,6.75,IRON
1000SATSUSDT,2024-03-10 00:00:00+00:00,TREND,15.57,55.21,1.95,-8.23,11.1,IRON
1000SATSUSDT,2024-03-12 00:00:00+00:00,TREND,15.41,59.53,17.16,-3.8,21.79,SILVER
1000SATSUSDT,2024-03-13 00:00:00+00:00,TREND,15.41,58.51,1.74,-7.45,9.93,IRON
1000SATSUSDT,2024-03-14 00:00:00+00:00,TREND,15.64,57.82,2.33,-8.75,12.14,IRON
1000SATSUSDT,2024-03-20 20:00:00+00:00,TREND,16.07,55.74,9.25,-3.7,13.45,BRONZE
1000SATSUSDT,2024-03-21 20:00:00+00:00,TREND,15.5,68.03,1.29,-9.67,12.12,IRON
1000SATSUSDT,2024-03-22 20:00:00+00:00,TREND,16.02,61.54,4.23,-0.94,5.23,IRON
1000SATSUSDT,2024-03-24 20:00:00+00:00,TREND,15.0,61.04,9.85,-0.36,10.25,BRONZE
1000SATSUSDT,2024-03-26 00:00:00+00:00,NINJA,13.11,61.09,2.86,-3.8,6.92,IRON
1000SATSUSDT,2024-03-27 00:00:00+00:00,NINJA,13.7,61.46,6.33,-5.04,11.98,BRONZE
1000SATSUSDT,2024-04-19 16:00:00+00:00,TREND,21.25,63.58,29.12,-2.48,32.4,GOLD
1000SATSUSDT,2024-04-21 16:00:00+00:00,NINJA,18.63,71.78,11.53,-3.15,15.16,SILVER
1000SATSUSDT,2024-04-22 16:00:00+00:00,TREND,18.4,68.07,0.88,-5.29,6.52,IRON
1000SATSUSDT,2024-05-02 20:00:00+00:00,TREND,15.29,55.37,11.36,-2.78,14.54,SILVER
1000SATSUSDT,2024-06-20 08:00:00+00:00,NINJA,17.9,72.45,3.05,-6.84,10.63,IRON
1000SATSUSDT,2024-06-22 16:00:00+00:00,NINJA,13.38,64.7,11.32,-0.75,12.17,SILVER
1000SATSUSDT,2024-06-23 16:00:00+00:00,TREND,15.45,58.29,0.65,-14.17,17.27,IRON
1000SATSUSDT,2024-06-26 16:00:00+00:00,NINJA,13.99,69.41,15.77,-5.22,22.14,SILVER
1000SATSUSDT,2024-06-28 00:00:00+00:00,NINJA,12.92,73.83,5.0,-9.21,15.65,IRON
1000SATSUSDT,2024-06-29 00:00:00+00:00,NINJA,12.99,65.27,7.45,-1.21,8.77,BRONZE
1000SATSUSDT,2024-07-07 20:00:00+00:00,NINJA,14.87,70.89,1.44,-19.91,26.66,IRON
1000SATSUSDT,2024-07-08 20:00:00+00:00,TREND,15.87,63.48,8.5,-1.01,9.61,BRONZE
1000SATSUSDT,2024-07-10 04:00:00+00:00,NINJA,13.43,65.85,19.9,-0.57,20.59,SILVER
1000SATSUSDT,2024-07-13 00:00:00+00:00,NINJA,14.27,69.31,2.15,-15.15,20.39,IRON
1000SATSUSDT,2024-07-17 20:00:00+00:00,NINJA,12.5,70.91,13.58,-8.52,24.16,SILVER
1000SATSUSDT,2024-07-21 00:00:00+00:00,NINJA,12.63,63.0,7.18,-2.5,9.93,BRONZE
1000SATSUSDT,2024-07-25 12:00:00+00:00,NINJA,13.57,72.11,18.05,-4.04,23.02,SILVER
1000SATSUSDT,2024-07-26 12:00:00+00:00,NINJA,12.78,69.07,2.51,-5.4,8.36,IRON
1000SATSUSDT,2024-07-27 12:00:00+00:00,NINJA,12.99,68.15,5.83,-4.94,11.33,BRONZE
1000SATSUSDT,2024-08-06 20:00:00+00:00,TREND,16.57,58.71,9.46,-5.74,16.13,BRONZE
1000SATSUSDT,2024-08-07 20:00:00+00:00,TREND,16.86,64.21,17.72,-1.65,19.7,SILVER
1000SATSUSDT,2024-08-08 20:00:00+00:00,NINJA,14.76,66.85,4.73,-3.1,8.07,IRON
1000SATSUSDT,2024-08-10 00:00:00+00:00,NINJA,13.29,73.22,5.98,-4.1,10.52,BRONZE
1000SATSUSDT,2024-08-11 00:00:00+00:00,NINJA,14.17,70.24,3.24,-7.87,12.05,IRON
1000SATSUSDT,2024-08-12 00:00:00+00:00,NINJA,12.23,60.2,25.22,-1.16,26.7,GOLD
1000SATSUSDT,2024-08-13 00:00:00+00:00,NINJA,12.32,70.0,7.23,-3.93,11.62,BRONZE
1000SATSUSDT,2024-08-14 08:00:00+00:00,NINJA,12.93,72.15,1.05,-11.01,13.55,IRON
1000SATSUSDT,2024-08-18 12:00:00+00:00,NINJA,13.23,60.42,8.57,-3.45,12.45,BRONZE
1000SATSUSDT,2024-09-02 20:00:00+00:00,NINJA,13.53,60.07,5.02,-2.61,7.84,BRONZE
1000SATSUSDT,2024-09-04 12:00:00+00:00,NINJA,14.03,67.03,13.92,-1.04,15.12,SILVER
1000SATSUSDT,2024-09-06 12:00:00+00:00,NINJA,12.73,62.47,9.25,-5.84,16.02,BRONZE
1000SATSUSDT,2024-10-05 00:00:00+00:00,NINJA,12.04,64.3,1.51,-4.23,6.0,IRON
1000SATSUSDT,2024-11-23 00:00:00+00:00,NINJA,12.69,70.7,5.27,-2.63,8.12,BRONZE
1000SATSUSDT,2024-11-24 00:00:00+00:00,NINJA,12.5,71.48,5.01,-10.06,16.76,BRONZE
1000SATSUSDT,2024-12-12 20:00:00+00:00,TREND,17.16,67.95,1.27,-4.77,6.34,IRON
1000SATSUSDT,2024-12-22 16:00:00+00:00,TREND,16.91,61.95,2.67,-3.7,6.61,IRON
1000SATSUSDT,2025-01-22 04:00:00+00:00,NINJA,12.05,61.52,16.06,-1.66,18.02,SILVER
1000SATSUSDT,2025-01-26 00:00:00+00:00,NINJA,13.11,64.35,1.12,-9.89,12.23,IRON
1000SATSUSDT,2025-01-30 16:00:00+00:00,NINJA,13.43,60.48,6.87,-0.65,7.57,BRONZE
1000SATSUSDT,2025-01-31 16:00:00+00:00,NINJA,13.69,74.77,0.07,-10.31,11.58,IRON
1000SATSUSDT,2025-04-10 20:00:00+00:00,TREND,20.92,60.56,10.1,-1.44,11.71,SILVER
1000SATSUSDT,2025-04-11 20:00:00+00:00,TREND,20.46,62.99,0.92,-6.47,7.9,IRON
1000SATSUSDT,2025-04-12 20:00:00+00:00,TREND,18.54,63.11,2.55,-10.67,14.81,IRON
1000SATSUSDT,2025-04-19 12:00:00+00:00,NINJA,13.33,68.75,6.44,-2.84,9.55,BRONZE
1000SATSUSDT,2025-04-20 12:00:00+00:00,NINJA,12.15,64.2,14.81,-0.78,15.71,SILVER
1000SATSUSDT,2025-04-21 12:00:00+00:00,NINJA,12.15,65.96,3.64,-8.25,12.96,IRON
1000SATSUSDT,2025-05-15 00:00:00+00:00,TREND,16.89,65.37,15.08,-23.44,50.32,SILVER
1000SATSUSDT,2025-05-19 16:00:00+00:00,TREND,17.53,62.98,17.02,-0.43,17.52,SILVER
1000SATSUSDT,2025-05-21 00:00:00+00:00,TREND,17.09,57.67,20.44,-3.37,24.64,GOLD
1000SATSUSDT,2025-05-22 00:00:00+00:00,TREND,16.45,67.11,3.32,-7.14,11.27,IRON
1000SATSUSDT,2025-05-23 08:00:00+00:00,TREND,17.91,68.69,0.96,-11.09,13.56,IRON
1000SATSUSDT,2025-05-27 08:00:00+00:00,TREND,15.32,57.66,4.57,-0.91,5.54,IRON
1000SATSUSDT,2025-05-28 08:00:00+00:00,NINJA,12.97,68.22,6.58,-5.87,13.23,BRONZE
1000SATSUSDT,2025-06-02 04:00:00+00:00,NINJA,12.49,66.02,6.35,-2.19,8.72,BRONZE
1000SATSUSDT,2025-09-27 00:00:00+00:00,NINJA,16.21,70.7,48.5,-21.79,89.89,DIAMOND
1000SATSUSDT,2025-10-01 16:00:00+00:00,TREND,18.75,60.95,4.2,-1.26,5.53,IRON
1000SATSUSDT,2025-10-02 16:00:00+00:00,TREND,18.55,57.66,0.08,-3.57,3.79,IRON
1000SATSUSDT,2025-10-03 20:00:00+00:00,TREND,18.16,67.3,5.67,-5.96,12.37,BRONZE
1000SATSUSDT,2025-10-04 20:00:00+00:00,TREND,18.41,58.81,1.06,-5.72,7.19,IRON
1000SATSUSDT,2025-10-13 04:00:00+00:00,TREND,18.67,65.47,4.61,-3.46,8.36,IRON
1000SATSUSDT,2025-10-14 04:00:00+00:00,TREND,19.24,60.19,0.64,-9.37,11.05,IRON
1000SATSUSDT,2025-10-19 12:00:00+00:00,NINJA,19.79,70.36,4.79,-1.29,6.17,IRON
1000SATSUSDT,2025-10-20 12:00:00+00:00,TREND,19.12,56.25,1.7,-5.26,7.34,IRON
1000SATSUSDT,2025-10-21 12:00:00+00:00,TREND,19.67,67.41,7.08,-3.46,10.91,BRONZE
1000SATSUSDT,2025-11-08 04:00:00+00:00,NINJA,12.61,65.48,2.3,-16.44,22.42,IRON
1000SATSUSDT,2025-11-09 16:00:00+00:00,NINJA,12.63,61.03,1.54,-3.46,5.17,IRON
1INCHUSDT,2024-04-18 20:00:00+00:00,NINJA,13.97,61.78,7.32,-7.49,16.01,BRONZE
1INCHUSDT,2024-04-19 20:00:00+00:00,NINJA,14.15,68.05,6.33,-3.06,9.69,BRONZE
1INCHUSDT,2024-04-20 20:00:00+00:00,NINJA,13.7,72.79,0.52,-5.46,6.33,IRON
1INCHUSDT,2024-04-22 00:00:00+00:00,NINJA,12.5,62.38,2.66,-1.66,4.39,IRON
1INCHUSDT,2024-04-23 20:00:00+00:00,NINJA,12.03,62.63,3.76,-2.62,6.54,IRON
1INCHUSDT,2024-12-12 08:00:00+00:00,NINJA,13.67,64.34,2.47,-5.09,7.96,IRON
1INCHUSDT,2024-12-13 08:00:00+00:00,NINJA,13.98,69.26,4.38,-0.16,4.55,IRON
1INCHUSDT,2024-12-22 16:00:00+00:00,TREND,16.5,62.2,4.91,-2.39,7.47,IRON
1INCHUSDT,2025-10-13 04:00:00+00:00,NINJA,12.54,64.52,4.24,-1.12,5.42,IRON
1INCHUSDT,2025-10-19 12:00:00+00:00,NINJA,14.8,75.0,3.01,-2.22,5.35,IRON
1INCHUSDT,2025-10-20 12:00:00+00:00,NINJA,14.32,62.76,0.72,-4.4,5.36,IRON
1INCHUSDT,2025-10-21 12:00:00+00:00,NINJA,14.81,68.73,6.76,-3.58,10.72,BRONZE
1INCHUSDT,2025-11-11 00:00:00+00:00,NINJA,12.25,61.1,1.66,-9.1,11.84,IRON
1INCHUSDT,2025-11-17 04:00:00+00:00,TREND,15.57,61.32,8.96,-5.17,14.9,BRONZE
1MBABYDOGEUSDT,2024-09-29 04:00:00+00:00,TREND,16.89,69.96,1.43,-6.88,8.92,IRON
1MBABYDOGEUSDT,2024-10-05 00:00:00+00:00,TREND,15.64,55.88,1.42,-7.27,9.36,IRON
1MBABYDOGEUSDT,2024-10-06 12:00:00+00:00,NINJA,14.32,66.93,19.95,-0.26,20.26,SILVER
1MBABYDOGEUSDT,2024-10-07 12:00:00+00:00,NINJA,13.79,66.83,12.82,-0.8,13.73,SILVER
1MBABYDOGEUSDT,2024-10-08 12:00:00+00:00,NINJA,12.88,74.67,28.15,-2.09,30.89,GOLD
1MBABYDOGEUSDT,2024-10-18 08:00:00+00:00,NINJA,12.16,63.2,7.66,-3.53,11.6,BRONZE
1MBABYDOGEUSDT,2024-10-20 00:00:00+00:00,NINJA,12.63,66.61,0.15,-7.63,8.42,IRON
1MBABYDOGEUSDT,2024-11-05 20:00:00+00:00,NINJA,13.25,62.58,17.12,-2.46,20.08,SILVER
1MBABYDOGEUSDT,2024-11-12 00:00:00+00:00,NINJA,12.63,62.29,9.31,-12.14,24.41,BRONZE
1MBABYDOGEUSDT,2024-11-23 00:00:00+00:00,NINJA,14.27,72.1,13.28,-0.52,13.87,SILVER
1MBABYDOGEUSDT,2024-11-24 00:00:00+00:00,NINJA,13.04,65.34,3.57,-10.03,15.12,IRON
1MBABYDOGEUSDT,2024-11-25 00:00:00+00:00,NINJA,12.86,62.88,4.21,-6.18,11.08,IRON
1MBABYDOGEUSDT,2024-12-10 00:00:00+00:00,NINJA,13.19,64.42,22.27,-13.32,41.05,GOLD
1MBABYDOGEUSDT,2024-12-21 04:00:00+00:00,TREND,25.46,57.5,18.48,-8.13,28.97,SILVER
1MBABYDOGEUSDT,2024-12-22 16:00:00+00:00,TREND,24.8,62.15,5.57,-2.25,8.0,BRONZE
1MBABYDOGEUSDT,2024-12-24 00:00:00+00:00,TREND,16.27,57.68,5.66,-3.97,10.03,BRONZE
1MBABYDOGEUSDT,2024-12-25 00:00:00+00:00,TREND,15.41,65.07,2.01,-7.03,9.72,IRON
1MBABYDOGEUSDT,2025-01-23 12:00:00+00:00,NINJA,13.35,61.83,4.42,-4.02,8.79,IRON
1MBABYDOGEUSDT,2025-01-29 12:00:00+00:00,TREND,15.07,56.75,3.33,-4.88,8.63,IRON
1MBABYDOGEUSDT,2025-01-31 04:00:00+00:00,NINJA,13.45,67.17,10.59,-0.63,11.29,SILVER
1MBABYDOGEUSDT,2025-02-05 08:00:00+00:00,TREND,16.24,67.05,1.29,-5.1,6.74,IRON
1MBABYDOGEUSDT,2025-02-08 16:00:00+00:00,TREND,15.66,57.81,25.49,-0.71,26.38,GOLD
1MBABYDOGEUSDT,2025-02-09 20:00:00+00:00,TREND,16.9,57.21,4.05,-4.81,9.31,IRON
1MBABYDOGEUSDT,2025-02-10 20:00:00+00:00,TREND,15.79,61.74,6.08,-3.99,10.49,BRONZE
1MBABYDOGEUSDT,2025-02-13 00:00:00+00:00,NINJA,17.3,71.73,3.52,-14.56,21.17,IRON
1MBABYDOGEUSDT,2025-02-14 00:00:00+00:00,TREND,16.2,58.96,8.91,-0.72,9.71,BRONZE
1MBABYDOGEUSDT,2025-02-15 20:00:00+00:00,TREND,15.47,55.06,2.77,-1.37,4.19,IRON
1MBABYDOGEUSDT,2025-02-21 00:00:00+00:00,NINJA,12.54,66.39,5.26,-5.68,11.6,BRONZE
1MBABYDOGEUSDT,2025-05-21 12:00:00+00:00,NINJA,13.34,65.46,9.18,-1.38,10.71,BRONZE
1MBABYDOGEUSDT,2025-05-23 04:00:00+00:00,NINJA,13.95,64.66,0.06,-13.26,15.35,IRON
1MBABYDOGEUSDT,2025-10-13 08:00:00+00:00,NINJA,12.92,66.97,1.35,-11.37,14.36,IRON
1MBABYDOGEUSDT,2025-10-19 12:00:00+00:00,TREND,15.11,69.53,5.52,-1.3,6.91,BRONZE
1MBABYDOGEUSDT,2025-10-20 16:00:00+00:00,NINJA,14.49,65.51,5.57,-1.99,7.71,BRONZE
2ZUSDT,2025-10-15 08:00:00+00:00,TREND,55.95,55.92,1.45,-8.3,10.63,IRON
2ZUSDT,2025-10-19 12:00:00+00:00,TREND,20.86,57.19,4.52,-1.67,6.3,IRON
2ZUSDT,2025-10-20 12:00:00+00:00,TREND,20.53,56.37,2.04,-4.86,7.25,IRON
2ZUSDT,2025-10-21 12:00:00+00:00,TREND,18.55,67.19,22.26,-0.18,22.49,GOLD
2ZUSDT,2025-11-06 00:00:00+00:00,NINJA,12.42,62.61,3.42,-9.8,14.65,IRON
2ZUSDT,2025-11-21 16:00:00+00:00,TREND,18.52,59.62,18.14,-36.62,86.39,SILVER
2ZUSDT,2025-11-23 16:00:00+00:00,TREND,21.15,55.51,0.25,-6.67,7.41,IRON
2ZUSDT,2025-11-25 12:00:00+00:00,TREND,19.74,63.57,14.16,-2.4,16.97,SILVER
2ZUSDT,2025-11-26 16:00:00+00:00,TREND,19.39,58.38,5.11,-4.04,9.54,BRONZE
2ZUSDT,2025-12-02 16:00:00+00:00,TREND,18.31,58.47,31.25,-1.3,32.97,DIAMOND
2ZUSDT,2025-12-03 16:00:00+00:00,NINJA,18.37,73.73,2.54,-6.23,9.35,IRON
2ZUSDT,2025-12-04 16:00:00+00:00,TREND,18.55,67.15,1.55,-7.67,9.99,IRON
2ZUSDT,2025-12-08 00:00:00+00:00,NINJA,12.07,73.15,5.9,-6.07,12.74,BRONZE
A2ZUSDT,2025-08-13 00:00:00+00:00,TREND,20.27,55.98,8.99,-1.26,10.38,BRONZE
A2ZUSDT,2025-08-14 00:00:00+00:00,TREND,25.38,57.49,1.28,-21.17,28.47,IRON
A2ZUSDT,2025-08-20 12:00:00+00:00,TREND,23.46,59.72,9.79,-3.32,13.56,BRONZE
A2ZUSDT,2025-10-10 00:00:00+00:00,NINJA,23.94,70.23,1.13,-82.28,470.61,IRON
A2ZUSDT,2025-10-13 04:00:00+00:00,TREND,22.41,60.66,10.58,-0.59,11.23,SILVER
A2ZUSDT,2025-10-14 04:00:00+00:00,TREND,22.77,61.6,1.39,-6.7,8.68,IRON
A2ZUSDT,2025-10-15 04:00:00+00:00,TREND,21.15,67.83,26.2,-2.19,29.02,GOLD
A2ZUSDT,2025-10-16 08:00:00+00:00,TREND,20.67,59.65,6.37,-3.62,10.37,BRONZE
A2ZUSDT,2025-10-18 08:00:00+00:00,TREND,19.97,56.24,1.57,-2.17,3.83,IRON
A2ZUSDT,2025-10-19 08:00:00+00:00,TREND,20.44,63.42,2.6,-4.0,6.87,IRON
A2ZUSDT,2025-12-13 08:00:00+00:00,TREND,16.98,57.59,1.67,-2.13,3.88,IRON
A2ZUSDT,2026-01-01 00:00:00+00:00,TREND,15.33,64.03,207.91,-1.07,211.24,DIAMOND
A2ZUSDT,2026-01-02 04:00:00+00:00,TREND,18.23,64.37,4.76,-16.57,25.56,IRON
A2ZUSDT,2026-01-03 04:00:00+00:00,TREND,18.86,58.42,1.76,-5.7,7.91,IRON
A2ZUSDT,2026-01-04 16:00:00+00:00,TREND,18.91,61.89,18.36,-6.18,26.15,SILVER
A2ZUSDT,2026-01-05 16:00:00+00:00,TREND,19.69,59.44,4.07,-5.36,9.96,IRON
A2ZUSDT,2026-01-06 16:00:00+00:00,TREND,18.68,63.54,12.24,-3.24,15.99,SILVER
A2ZUSDT,2026-01-09 20:00:00+00:00,TREND,21.34,57.27,1.86,-0.84,2.73,IRON
A2ZUSDT,2026-01-14 12:00:00+00:00,TREND,21.71,62.11,1.89,-2.93,4.97,IRON
AAVEUSDT,2024-04-19 20:00:00+00:00,NINJA,14.09,60.65,6.35,-2.7,9.3,BRONZE
AAVEUSDT,2024-04-20 20:00:00+00:00,NINJA,13.09,70.58,1.77,-2.73,4.62,IRON
AAVEUSDT,2024-04-21 20:00:00+00:00,NINJA,13.14,68.97,6.37,-0.53,6.93,BRONZE
AAVEUSDT,2024-04-23 00:00:00+00:00,NINJA,12.16,70.79,0.69,-3.25,4.08,IRON
AAVEUSDT,2024-04-24 00:00:00+00:00,NINJA,12.69,70.05,2.49,-5.27,8.19,IRON
AAVEUSDT,2024-12-22 16:00:00+00:00,NINJA,14.89,61.05,12.28,-2.36,15.0,SILVER
AAVEUSDT,2024-12-23 16:00:00+00:00,NINJA,12.77,67.06,15.9,0.0,15.9,SILVER
AAVEUSDT,2024-12-25 08:00:00+00:00,NINJA,12.39,70.51,1.71,-9.53,12.43,IRON
AAVEUSDT,2024-12-30 04:00:00+00:00,NINJA,12.81,61.73,1.25,-7.96,10.01,IRON
AAVEUSDT,2025-02-05 08:00:00+00:00,NINJA,13.4,68.71,2.54,-7.36,10.7,IRON
AAVEUSDT,2025-02-10 08:00:00+00:00,NINJA,13.62,62.24,4.78,-1.92,6.83,IRON
AAVEUSDT,2025-02-14 00:00:00+00:00,NINJA,12.03,68.67,6.13,-0.64,6.82,BRONZE
AAVEUSDT,2025-03-03 00:00:00+00:00,NINJA,12.93,71.32,0.44,-19.72,25.12,IRON
